annualinc,collections,delinq,inq,openacc,dti,pubrec,lstatus,applytype_INDIVIDUAL,homeowner_MORTGAGE,homeowner_RENT,homeowner_OWN,term_36 months,vstatus_Not Verified,vstatus_Verified
102.0,0,0,0,33,21.41,0,On Time,1,0,0,1,1,0,1
58.0,0,0,0,12,27.23,0,On Time,1,1,0,0,1,0,1
72.0,0,0,1,21,13.28,1,On Time,1,1,0,0,0,0,1
28.6,0,0,3,13,37.81,0,Risky,1,0,1,0,1,0,0
79.0,0,2,0,13,11.91,0,On Time,1,1,0,0,1,0,0
56.0,0,0,0,14,12.45,0,On Time,1,1,0,0,0,0,0
72.0,0,3,0,11,15.42,0,On Time,1,1,0,0,1,0,1
110.0,0,0,0,14,24.53,0,On Time,1,0,1,0,0,0,1
60.0,0,2,1,13,31.8,0,On Time,1,1,0,0,1,0,0
120.0,0,0,2,10,15.4,0,On Time,1,1,0,0,1,1,0
51.0,0,2,0,5,6.19,0,On Time,1,0,1,0,0,0,0
39.0,0,0,1,11,14.74,0,Risky,1,0,1,0,0,0,1
32.0,0,0,0,3,14.74,0,On Time,1,1,0,0,1,1,0
90.0,0,1,0,12,15.5,0,Risky,1,1,0,0,0,0,0
55.0,0,3,1,12,11.0,0,On Time,1,0,1,0,0,0,0
68.0,0,0,1,10,24.27,1,On Time,1,0,1,0,1,0,1
200.0,0,0,4,12,18.19,0,On Time,1,0,1,0,0,0,0
105.0,0,1,1,19,13.34,0,On Time,1,1,0,0,1,0,1
42.0,2,0,1,16,20.71,0,On Time,1,1,0,0,1,0,1
34.64,0,0,0,4,17.22,0,On Time,1,1,0,0,1,1,0
101.0,0,0,0,4,0.59,0,On Time,1,0,1,0,0,1,0
34.87144,0,0,3,12,17.66,0,On Time,1,0,1,0,1,0,1
81.0,0,0,2,7,11.26,0,Risky,1,1,0,0,1,0,0
49.0,1,0,3,25,23.79,0,On Time,1,1,0,0,0,0,1
75.0,0,0,1,7,14.16,0,On Time,1,1,0,0,0,0,1
27.0,0,0,0,10,31.81,0,On Time,1,0,1,0,1,0,1
45.0,0,0,1,14,13.38,0,On Time,1,1,0,0,1,1,0
80.0,0,0,0,8,8.52,0,Risky,1,0,1,0,0,0,1
87.0,0,0,1,12,11.82,0,On Time,1,1,0,0,0,1,0
50.0,0,0,1,8,24.61,0,On Time,1,0,1,0,1,1,0
500.0,0,0,4,19,10.08,0,On Time,1,0,0,1,1,0,0
110.0,0,6,1,9,28.72,0,On Time,1,1,0,0,0,0,1
59.0,0,0,0,11,24.84,0,On Time,1,0,1,0,0,0,0
92.0,0,0,3,21,10.06,0,On Time,1,1,0,0,1,1,0
110.0,0,0,0,9,4.35,0,On Time,1,1,0,0,1,0,1
55.0,0,0,0,11,29.04,1,On Time,1,1,0,0,0,0,0
91.0,0,1,0,14,33.01,0,On Time,1,1,0,0,1,0,1
40.0,0,0,1,9,37.62,0,On Time,1,0,1,0,1,0,0
70.0,0,0,0,25,26.42,0,On Time,1,1,0,0,1,0,1
40.0,0,0,0,9,20.46,0,Risky,1,0,1,0,1,0,0
35.0,0,0,0,6,18.48,0,On Time,1,1,0,0,1,0,0
43.0,0,0,2,8,27.63,0,On Time,1,0,1,0,1,1,0
125.0,0,0,0,13,24.15,0,On Time,1,1,0,0,1,0,0
50.7,0,0,0,7,5.82,1,On Time,1,1,0,0,1,0,1
50.0,0,0,0,5,18.63,0,On Time,1,0,1,0,0,0,0
55.0,0,0,3,8,29.37,0,Risky,1,0,1,0,1,0,0
72.0,0,0,1,13,6.43,0,On Time,1,1,0,0,1,0,1
53.0,0,0,0,6,0.57,0,On Time,1,0,1,0,1,1,0
70.0,0,0,1,6,4.27,0,On Time,1,0,1,0,1,1,0
68.0,0,0,0,15,27.21,0,On Time,1,1,0,0,0,1,0
50.0,0,0,2,16,24.75,1,On Time,1,1,0,0,1,0,1
42.5,0,0,1,16,8.95,0,On Time,1,1,0,0,1,1,0
70.0,0,0,2,10,16.94,0,On Time,1,0,1,0,1,1,0
140.0,0,0,0,26,25.88,0,On Time,1,1,0,0,1,0,1
71.0,0,0,0,11,17.38,0,On Time,1,1,0,0,0,0,0
200.0,0,0,0,9,10.45,1,On Time,1,1,0,0,1,0,1
80.0,0,1,0,11,10.55,0,On Time,1,0,1,0,0,1,0
70.0,0,0,2,12,24.69,1,On Time,1,0,1,0,1,0,1
69.0,0,0,2,17,23.37,0,On Time,1,1,0,0,1,1,0
340.0,0,0,0,8,7.51,0,On Time,1,1,0,0,1,0,1
48.0,0,0,0,8,22.35,0,On Time,1,0,1,0,1,1,0
49.4,0,0,1,9,17.42,0,On Time,1,1,0,0,0,0,0
81.0,0,0,0,7,14.68,0,On Time,1,1,0,0,1,0,1
85.711,0,0,0,8,19.73,0,On Time,1,0,0,1,0,0,0
36.0,0,0,1,9,15.79,1,On Time,1,0,1,0,1,0,0
68.069,0,1,0,16,21.26,0,On Time,1,0,1,0,0,0,0
43.0,0,0,1,8,8.29,0,On Time,1,1,0,0,1,1,0
62.0,0,1,0,8,8.15,0,On Time,1,0,1,0,0,0,1
55.0,0,1,1,12,29.79,0,On Time,1,0,0,1,0,0,1
55.0,0,0,1,19,22.36,1,On Time,1,0,1,0,1,0,0
80.0,0,0,2,5,5.55,0,On Time,1,1,0,0,0,0,0
60.0,0,0,0,19,24.9,0,On Time,1,0,1,0,1,0,1
75.0,0,0,0,8,20.67,0,On Time,1,1,0,0,0,0,0
50.0,0,0,1,3,9.91,0,On Time,1,0,1,0,1,1,0
71.0,0,0,0,7,10.45,1,On Time,1,0,1,0,1,1,0
75.0,0,0,1,10,12.86,0,On Time,1,1,0,0,0,1,0
95.0,0,0,5,11,7.23,0,On Time,1,1,0,0,1,1,0
50.0,0,1,1,11,20.21,0,On Time,1,0,1,0,1,1,0
20.0,0,0,0,10,24.91,0,On Time,1,0,1,0,1,1,0
50.0,0,0,0,16,11.74,2,On Time,1,1,0,0,1,0,0
36.0,0,0,1,4,3.0,1,Risky,1,0,1,0,1,0,0
47.0,0,0,0,6,19.56,1,On Time,1,0,1,0,1,0,0
75.0,0,0,0,5,13.55,0,On Time,1,1,0,0,1,1,0
65.0,0,0,1,13,17.61,0,On Time,1,0,1,0,1,0,0
54.0,0,0,0,6,13.53,1,On Time,1,0,1,0,1,1,0
75.0,0,0,0,11,19.78,0,On Time,1,0,1,0,1,0,1
75.0,0,1,0,15,19.78,0,On Time,1,1,0,0,0,0,1
50.0,0,3,0,7,9.39,0,On Time,1,0,0,1,1,1,0
100.0,0,0,0,6,29.41,0,On Time,1,0,1,0,1,1,0
50.0,0,0,0,6,17.58,0,On Time,1,1,0,0,1,1,0
78.0,0,0,0,16,33.29,0,On Time,1,1,0,0,1,0,1
108.0,0,0,3,11,12.5,0,On Time,1,0,0,1,0,1,0
95.0,0,0,0,11,16.25,0,On Time,1,0,1,0,1,1,0
112.2,0,1,1,13,8.82,0,On Time,1,1,0,0,1,1,0
110.0,0,2,2,16,18.19,0,On Time,1,1,0,0,0,0,0
81.0,0,0,2,21,24.64,1,On Time,1,1,0,0,1,0,1
96.5,0,0,0,12,18.6,0,On Time,1,1,0,0,0,0,1
120.0,0,0,0,2,0.0,0,On Time,1,0,1,0,1,1,0
47.0,0,0,2,15,3.58,0,On Time,1,0,1,0,1,0,0
40.0,0,0,0,9,29.1,0,On Time,1,1,0,0,1,1,0
74.0,0,0,0,16,7.04,0,On Time,1,0,1,0,0,0,0
80.0,0,0,0,9,18.62,0,On Time,1,0,1,0,1,1,0
222.0,0,0,3,11,4.56,0,Risky,1,1,0,0,1,0,1
31.0,0,0,0,8,21.6,0,Risky,1,0,1,0,1,1,0
150.0,0,0,0,8,9.14,0,On Time,1,0,0,1,0,0,0
60.0,0,0,0,9,2.96,0,On Time,1,1,0,0,1,0,0
95.0,0,0,0,11,21.03,0,On Time,1,1,0,0,1,0,0
60.0,0,0,0,9,19.76,0,On Time,1,0,1,0,1,1,0
160.0,0,0,1,11,12.11,0,On Time,1,0,0,1,0,0,1
65.0,0,0,0,12,22.72,0,On Time,1,1,0,0,0,0,1
42.0,0,0,0,7,8.31,0,On Time,1,1,0,0,1,1,0
40.8,0,1,2,8,22.38,0,On Time,1,1,0,0,0,0,0
100.0,0,1,3,10,25.83,0,On Time,1,1,0,0,0,0,1
45.76,0,0,0,23,13.72,0,On Time,1,0,1,0,1,0,0
72.0,0,0,0,2,0.28,0,Risky,1,0,1,0,0,0,0
40.0,0,0,2,14,20.43,0,On Time,1,0,1,0,1,1,0
28.6,0,0,1,9,19.51,1,On Time,1,0,1,0,1,1,0
42.0,0,0,2,11,14.86,0,On Time,1,0,1,0,0,0,1
62.0,0,0,0,13,18.74,0,On Time,1,0,1,0,1,1,0
28.0,0,0,1,6,11.68,0,On Time,1,0,1,0,1,1,0
55.0,0,0,0,9,23.23,0,On Time,1,0,1,0,1,0,1
60.0,0,4,0,14,20.86,0,On Time,1,1,0,0,0,1,0
23.0,0,0,1,6,13.1,0,On Time,1,0,0,1,1,0,0
75.0,0,0,1,19,23.92,0,On Time,1,1,0,0,1,0,0
48.0,0,0,0,7,12.18,0,On Time,1,0,1,0,1,1,0
16.0,0,0,0,7,30.68,0,On Time,1,0,1,0,1,0,0
138.0,0,0,1,10,21.32,0,On Time,1,1,0,0,1,0,0
41.0,0,0,1,9,8.72,0,On Time,1,0,1,0,1,1,0
49.0,0,0,1,10,24.37,0,Risky,1,1,0,0,1,0,1
89.0,0,0,0,7,5.2,1,On Time,1,1,0,0,1,0,0
130.0,0,0,1,5,0.4,0,On Time,1,0,0,1,0,0,0
42.387,0,1,0,9,21.4,0,On Time,1,1,0,0,1,0,1
103.0,0,0,1,11,17.54,0,On Time,1,1,0,0,0,0,0
40.0,0,0,1,19,20.45,0,On Time,1,0,1,0,0,0,1
212.0,0,1,4,35,27.19,0,On Time,1,1,0,0,1,0,1
125.0,0,1,0,11,28.19,0,On Time,1,1,0,0,1,0,1
24.0,0,2,0,10,18.85,0,On Time,1,1,0,0,1,0,1
40.0,0,0,0,8,31.47,1,On Time,1,0,1,0,1,0,0
67.0,0,0,0,4,5.27,0,On Time,1,0,0,1,0,0,1
54.0,0,1,0,6,20.18,0,On Time,1,1,0,0,1,0,0
145.0,0,0,1,18,14.61,0,On Time,1,0,1,0,1,0,0
35.0,0,0,1,8,24.31,0,On Time,1,0,1,0,1,0,0
45.0,0,1,1,8,17.55,0,On Time,1,1,0,0,0,0,1
65.0,0,1,3,13,16.67,0,On Time,1,1,0,0,0,0,1
66.0,0,0,2,9,14.56,0,On Time,1,1,0,0,1,1,0
49.7,0,0,0,8,22.43,0,On Time,1,1,0,0,1,0,0
88.0,0,1,1,9,13.2,0,On Time,1,1,0,0,1,0,1
35.0,0,0,0,9,12.19,0,On Time,1,0,1,0,1,1,0
70.0,0,0,0,9,17.68,0,On Time,1,1,0,0,1,0,0
28.0,0,0,1,9,13.46,0,On Time,1,0,1,0,1,1,0
84.88,0,0,0,11,19.06,0,On Time,1,0,1,0,1,1,0
38.5,1,3,2,12,20.79,0,Risky,1,1,0,0,1,1,0
65.0,0,0,1,22,25.19,0,On Time,1,1,0,0,1,0,1
99.197,0,3,1,19,21.22,0,On Time,1,1,0,0,0,0,1
150.0,0,0,2,15,20.55,0,On Time,1,0,0,1,1,0,1
100.0,0,0,1,8,17.78,0,On Time,1,1,0,0,0,0,0
60.0,0,0,0,7,15.56,0,On Time,1,1,0,0,0,0,0
17.0,0,2,0,6,14.41,0,On Time,1,0,0,1,1,0,0
26.0,0,0,1,7,12.51,0,On Time,1,0,1,0,1,0,1
55.2,0,0,0,8,19.33,0,On Time,1,0,1,0,1,0,0
22.0,0,0,0,16,27.5,1,On Time,1,0,1,0,1,0,1
13.5,0,0,1,4,7.82,0,On Time,1,0,1,0,1,0,1
90.0,0,6,1,19,37.04,0,On Time,1,1,0,0,0,1,0
54.0,0,0,1,8,16.86,0,On Time,1,0,1,0,0,0,0
65.0,0,0,0,6,10.36,0,On Time,1,0,1,0,0,1,0
45.0,0,0,0,4,6.59,0,On Time,1,1,0,0,0,0,1
75.0,0,0,1,13,19.01,0,On Time,1,0,0,1,1,1,0
54.0,0,1,1,15,27.18,1,On Time,1,0,1,0,0,0,1
55.0,0,1,0,10,10.28,0,On Time,1,1,0,0,1,0,0
41.3,0,0,0,4,7.0,1,On Time,1,0,0,1,0,0,1
200.0,0,1,0,24,16.76,0,On Time,1,1,0,0,1,0,0
62.0,0,0,0,12,7.65,0,On Time,1,0,1,0,1,0,1
80.0,0,0,0,8,12.59,0,On Time,1,0,1,0,1,0,1
69.41,0,0,0,7,12.5,0,On Time,1,0,1,0,1,0,0
38.0,0,0,0,11,35.5,1,On Time,1,0,1,0,1,0,0
55.0,0,0,3,12,8.53,0,Risky,1,0,1,0,0,0,1
39.0,0,0,1,3,5.45,0,On Time,1,0,1,0,1,0,1
92.0,0,0,2,17,16.09,0,On Time,1,1,0,0,1,0,0
75.0,0,0,0,15,8.86,1,On Time,1,0,1,0,1,1,0
285.0,0,2,0,14,13.49,0,On Time,1,1,0,0,1,0,1
80.0,0,0,1,14,22.46,0,On Time,1,0,0,1,0,0,0
91.0,0,0,2,13,14.06,0,On Time,1,1,0,0,0,0,0
56.0,0,0,0,10,28.25,0,On Time,1,1,0,0,1,1,0
55.0,0,0,0,14,23.19,0,On Time,1,0,1,0,0,0,0
71.0,0,0,1,8,18.46,0,On Time,1,0,1,0,1,0,1
80.347,0,0,0,8,12.88,0,On Time,1,1,0,0,1,0,1
67.0,0,0,1,14,26.81,0,On Time,1,0,1,0,1,0,1
250.0,0,0,0,20,15.25,0,On Time,1,0,0,1,1,0,1
90.0,0,0,0,16,18.31,0,On Time,1,0,1,0,1,1,0
60.0,0,0,0,8,29.32,0,On Time,1,0,1,0,0,1,0
16.8,0,0,0,8,20.43,0,On Time,1,0,1,0,1,0,0
40.0,0,0,0,7,14.01,0,On Time,1,0,1,0,1,1,0
45.0,0,0,0,16,24.37,0,Risky,1,0,1,0,1,0,0
92.0,0,0,2,6,8.36,0,On Time,1,1,0,0,1,0,1
109.0,0,0,2,19,20.33,0,On Time,1,1,0,0,0,0,1
25.0,0,0,1,9,24.48,0,On Time,1,0,1,0,1,0,0
100.0,0,0,3,10,6.28,0,On Time,1,0,1,0,1,0,0
110.0,0,0,0,17,14.49,0,On Time,1,1,0,0,0,1,0
40.0,0,0,0,20,25.38,1,On Time,1,0,1,0,1,0,1
93.0,0,1,3,21,11.59,0,Risky,1,1,0,0,0,1,0
32.5,0,0,0,9,14.44,0,On Time,1,1,0,0,1,0,0
27.84,0,0,0,11,26.03,0,On Time,1,0,1,0,1,1,0
82.0,0,0,1,14,24.09,0,On Time,1,0,1,0,0,0,0
40.0,1,0,0,12,14.98,0,On Time,1,1,0,0,1,0,0
30.0,0,0,0,9,7.2,0,On Time,1,0,1,0,1,0,0
91.0,0,0,1,9,18.59,0,On Time,1,1,0,0,1,1,0
80.0,0,0,0,14,16.61,0,On Time,1,0,1,0,1,1,0
108.0,0,2,1,8,14.95,0,On Time,1,1,0,0,1,1,0
107.0,0,0,0,9,12.18,0,On Time,1,1,0,0,1,1,0
56.0,0,0,0,15,33.56,0,On Time,1,0,1,0,1,0,1
102.0,0,0,0,9,10.17,0,On Time,1,1,0,0,0,0,0
52.0,0,0,1,16,24.51,0,On Time,1,1,0,0,1,1,0
163.0,0,0,0,14,11.84,0,On Time,1,0,0,1,1,0,1
89.0,0,0,2,11,17.07,0,On Time,1,1,0,0,1,1,0
60.0,0,0,0,11,16.1,0,On Time,1,0,1,0,1,1,0
185.0,0,1,1,20,15.11,0,On Time,1,1,0,0,1,0,1
55.0,0,0,0,16,29.13,0,On Time,1,1,0,0,1,0,0
60.0,0,0,3,18,20.64,1,On Time,1,1,0,0,1,0,0
72.0,0,0,1,5,4.38,0,On Time,1,1,0,0,1,0,0
34.56,0,0,1,5,6.08,0,On Time,1,0,1,0,1,1,0
58.937,0,0,0,7,18.47,0,On Time,1,0,1,0,0,0,0
210.0,0,1,0,9,8.49,0,On Time,1,1,0,0,0,0,0
73.0,0,0,0,6,4.82,1,On Time,1,1,0,0,1,0,1
84.04,0,0,3,9,7.14,0,Risky,1,0,1,0,1,1,0
89.602,0,0,2,19,20.17,0,On Time,1,1,0,0,1,0,0
30.0,0,0,0,6,24.84,0,On Time,1,0,1,0,1,1,0
90.112,0,0,0,13,15.05,0,On Time,1,0,1,0,1,0,1
125.0,0,1,0,19,16.83,0,On Time,1,0,1,0,1,0,1
180.0,0,0,1,6,6.99,0,On Time,1,0,1,0,1,1,0
45.0,0,0,0,11,22.51,0,On Time,1,0,0,1,1,0,1
48.0,0,0,0,7,7.8,1,On Time,1,0,1,0,1,1,0
77.0,0,0,0,8,12.22,0,On Time,1,1,0,0,0,0,0
113.4,0,1,4,15,23.57,0,On Time,1,1,0,0,0,0,1
30.0,0,0,1,7,15.36,0,On Time,1,0,1,0,0,0,1
115.0,0,1,0,18,20.62,0,On Time,1,1,0,0,0,0,0
121.0,0,0,0,17,17.96,0,On Time,1,1,0,0,1,0,0
70.0,0,0,0,9,15.29,1,On Time,1,0,1,0,1,1,0
52.0,0,0,1,5,11.17,0,On Time,1,0,1,0,1,0,1
52.0,0,0,3,13,22.99,0,On Time,1,1,0,0,1,0,0
38.0,0,0,0,9,25.62,1,On Time,1,0,1,0,1,0,1
52.0,0,0,0,10,7.04,0,On Time,1,1,0,0,1,1,0
140.0,0,0,0,19,30.54,8,On Time,1,1,0,0,1,0,1
40.0,0,1,0,14,19.68,0,On Time,1,0,1,0,1,0,0
60.0,0,1,0,7,16.96,0,On Time,1,0,1,0,1,1,0
90.0,0,0,0,8,13.67,0,On Time,1,0,1,0,0,0,0
34.0,0,0,0,18,28.59,1,Risky,1,1,0,0,1,0,0
78.0,0,0,1,8,13.89,0,On Time,1,1,0,0,1,0,1
35.0,0,0,0,6,20.61,0,On Time,1,0,1,0,1,0,0
50.0,0,0,0,8,22.78,1,On Time,1,1,0,0,1,1,0
52.0,0,0,3,10,20.49,0,On Time,1,0,1,0,1,1,0
16.0,0,0,1,2,1.13,0,On Time,1,0,1,0,1,1,0
91.0,0,0,1,7,6.49,0,On Time,1,1,0,0,0,0,1
43.0,0,0,3,12,10.72,0,On Time,1,0,1,0,1,1,0
108.0,0,0,6,7,19.62,0,On Time,1,0,0,1,1,0,1
103.0,0,7,0,9,13.18,0,On Time,1,1,0,0,1,0,1
70.0,0,0,1,11,8.59,1,On Time,1,1,0,0,1,0,0
42.0,0,0,3,15,39.74,0,On Time,1,0,1,0,1,0,1
80.0,0,0,1,12,5.34,1,On Time,1,0,1,0,0,0,0
39.0,0,0,0,18,16.95,1,On Time,1,0,1,0,1,1,0
50.0,0,1,5,9,27.84,0,On Time,1,0,1,0,0,0,0
32.0,0,0,2,5,19.43,0,On Time,1,0,1,0,1,0,0
150.0,0,0,0,13,11.07,0,On Time,1,1,0,0,1,0,1
70.0,0,0,1,12,28.84,1,On Time,1,1,0,0,1,0,0
60.0,0,0,2,7,31.96,1,On Time,1,0,1,0,0,0,0
76.5,0,0,0,8,7.98,0,On Time,1,0,1,0,1,1,0
39.0,0,0,1,6,12.22,1,On Time,1,1,0,0,1,0,0
51.48,0,0,1,10,14.36,5,On Time,1,0,1,0,1,0,1
197.0,0,0,6,15,15.92,0,On Time,1,1,0,0,0,0,1
34.0,0,0,0,14,24.81,0,On Time,1,0,0,1,1,1,0
35.0,0,9,1,28,15.74,0,On Time,1,0,1,0,1,1,0
86.0,0,0,1,7,5.86,0,On Time,1,1,0,0,1,1,0
58.0,0,0,0,12,21.28,0,Risky,1,0,1,0,0,0,0
100.0,0,0,0,12,19.72,0,On Time,1,1,0,0,1,0,0
68.0,0,1,0,17,19.61,0,On Time,1,1,0,0,1,1,0
45.0,0,0,0,7,18.95,0,On Time,1,0,1,0,1,0,0
97.0,0,1,0,10,13.5,0,On Time,1,1,0,0,0,0,0
30.0,0,0,2,7,3.4,0,On Time,1,1,0,0,1,0,1
80.0,0,2,0,13,12.3,0,On Time,1,1,0,0,0,0,0
40.0,0,0,2,12,11.97,1,On Time,1,1,0,0,1,1,0
126.2,0,0,1,27,35.6,1,On Time,1,0,1,0,0,0,1
50.0,1,0,0,12,26.86,1,On Time,1,0,1,0,1,1,0
65.0,0,0,0,10,11.8,0,On Time,1,0,0,1,1,1,0
50.1,0,0,1,19,24.29,0,On Time,1,1,0,0,0,0,0
91.0,0,0,2,6,8.47,1,On Time,1,0,1,0,0,0,1
52.0,0,0,1,12,30.46,0,On Time,1,1,0,0,1,0,1
40.0,0,0,1,7,5.04,0,On Time,1,0,1,0,1,0,1
67.5,0,0,1,13,10.97,0,Risky,1,0,1,0,1,0,0
44.0,0,0,1,11,8.57,1,On Time,1,0,1,0,1,0,0
55.4,0,0,0,16,27.99,0,On Time,1,1,0,0,0,0,1
131.0,0,0,1,19,15.65,0,On Time,1,0,1,0,1,0,0
180.0,0,0,0,14,6.78,2,On Time,1,0,1,0,1,0,1
70.0,0,0,0,4,32.18,0,On Time,1,0,1,0,1,0,0
50.0,0,0,0,13,21.19,0,Risky,1,1,0,0,1,0,1
49.0,0,0,1,11,24.76,0,On Time,1,1,0,0,1,1,0
79.0,0,1,0,11,31.96,0,On Time,1,1,0,0,1,0,0
36.4,0,0,1,7,18.13,0,On Time,1,1,0,0,1,0,1
110.0,0,0,1,13,17.95,0,On Time,1,1,0,0,1,1,0
91.0,0,0,0,9,5.0,0,On Time,1,1,0,0,0,0,0
65.0,0,0,1,10,32.42,0,Risky,1,0,0,1,0,0,0
100.0,0,0,1,5,2.7,0,On Time,1,0,1,0,0,0,1
70.0,0,0,0,5,1.8,1,On Time,1,0,1,0,1,1,0
44.88,0,0,1,18,20.86,1,On Time,1,0,1,0,0,0,1
48.0,0,0,0,12,38.45,0,On Time,1,1,0,0,1,0,0
98.0,0,0,1,24,27.39,0,On Time,1,1,0,0,0,1,0
195.0,0,0,0,12,14.17,0,On Time,1,1,0,0,1,0,0
85.0,0,0,0,13,16.97,0,On Time,1,1,0,0,1,0,1
29.0,0,0,1,11,25.45,0,Risky,1,0,0,1,1,1,0
50.0,0,0,0,12,19.4,0,On Time,1,0,1,0,1,0,0
112.0,0,0,0,11,27.88,0,On Time,1,1,0,0,1,1,0
38.0,0,0,1,4,25.71,0,On Time,1,0,0,1,1,1,0
55.0,1,0,0,12,10.8,0,On Time,1,1,0,0,1,0,0
30.0,0,0,1,11,38.84,0,On Time,1,1,0,0,1,0,0
60.0,0,1,0,14,15.82,0,On Time,1,1,0,0,1,1,0
85.0,0,0,1,8,16.69,0,On Time,1,0,1,0,1,0,1
105.0,0,4,1,17,17.44,0,On Time,1,1,0,0,1,0,0
35.4,0,0,1,21,17.56,1,Risky,1,0,1,0,0,1,0
220.0,0,0,0,17,3.93,0,On Time,1,1,0,0,0,0,1
59.0,0,0,0,12,27.31,0,On Time,1,0,1,0,0,0,0
65.0,0,0,1,8,25.9,0,On Time,1,0,1,0,0,0,1
48.0,0,0,1,6,23.88,0,On Time,1,0,0,1,1,1,0
83.0,0,0,0,11,25.97,0,On Time,1,1,0,0,1,0,1
50.0,0,1,0,6,19.88,0,On Time,1,0,1,0,0,0,0
39.0,0,0,0,20,12.65,0,On Time,1,1,0,0,0,0,0
100.0,0,0,0,10,29.49,1,On Time,1,1,0,0,1,0,1
55.0,0,0,0,9,18.66,0,On Time,1,1,0,0,1,1,0
50.0,0,0,0,12,7.27,1,On Time,1,1,0,0,1,0,1
54.0,0,3,1,5,27.91,0,On Time,1,0,1,0,1,1,0
81.9,0,0,1,26,15.63,0,On Time,1,0,1,0,1,1,0
52.0,0,0,0,10,31.34,0,On Time,1,1,0,0,1,1,0
65.0,0,0,0,5,11.11,0,On Time,1,0,1,0,1,0,1
55.0,0,2,1,7,18.96,1,On Time,1,0,1,0,1,0,1
135.0,0,0,0,13,15.44,0,On Time,1,0,1,0,1,0,1
82.0,0,0,0,10,21.6,1,On Time,1,1,0,0,0,0,1
80.0,0,4,0,9,21.92,0,On Time,1,1,0,0,1,0,0
23.0,0,1,1,14,38.1,1,On Time,1,0,1,0,0,1,0
48.0,0,0,1,14,5.51,1,On Time,1,0,1,0,1,0,1
23.0,0,0,0,7,25.26,0,On Time,1,0,0,1,0,0,0
64.8,0,0,0,9,23.61,0,On Time,1,1,0,0,1,1,0
45.0,0,0,0,12,26.06,0,On Time,1,0,1,0,1,1,0
67.0,0,0,1,13,26.58,0,On Time,1,0,1,0,1,1,0
52.0,0,0,0,11,30.09,0,On Time,1,1,0,0,1,0,0
80.0,0,0,1,10,17.1,2,On Time,1,1,0,0,1,1,0
58.0,0,0,0,6,23.84,1,On Time,1,1,0,0,1,0,1
59.0,0,0,0,13,21.83,0,On Time,1,1,0,0,0,0,0
33.763,0,0,2,13,13.11,0,On Time,1,0,1,0,1,0,0
51.6,0,0,1,14,5.72,0,On Time,1,1,0,0,0,0,1
62.0,0,0,1,23,19.96,0,On Time,1,1,0,0,1,0,1
100.0,0,0,0,17,31.85,0,On Time,1,0,0,1,1,0,1
87.5,0,0,0,13,13.74,0,On Time,1,0,1,0,1,1,0
75.0,0,0,0,14,15.7,0,Risky,1,1,0,0,1,0,0
52.0,0,0,0,8,13.92,0,On Time,1,0,1,0,0,0,1
176.0,0,0,1,21,15.09,0,On Time,1,1,0,0,1,0,1
21.0,0,0,0,14,17.81,0,On Time,1,0,0,1,1,0,0
72.0,0,1,1,15,13.73,0,On Time,1,1,0,0,1,0,0
172.55736,0,0,2,24,31.14,0,On Time,1,1,0,0,0,0,1
65.0,0,0,0,14,17.13,0,On Time,1,1,0,0,0,0,1
75.0,0,0,0,11,14.26,0,On Time,1,0,1,0,1,0,1
32.0,0,0,1,4,3.38,0,On Time,1,0,1,0,1,1,0
49.5,0,0,0,6,16.23,0,On Time,1,0,1,0,1,1,0
145.0,0,4,1,10,13.32,0,On Time,1,1,0,0,0,0,0
87.412,0,0,1,24,21.27,0,On Time,1,1,0,0,1,0,0
85.0,0,0,0,8,31.71,0,On Time,1,1,0,0,1,0,0
87.0,0,0,0,15,19.92,0,On Time,1,0,0,1,0,1,0
45.0,0,1,0,11,19.17,0,On Time,1,1,0,0,0,1,0
60.0,0,0,0,9,16.0,0,On Time,1,0,1,0,1,1,0
63.0,0,0,1,8,20.59,0,On Time,1,1,0,0,1,0,0
100.0,0,0,2,16,15.41,0,On Time,1,1,0,0,0,1,0
65.0,0,0,3,3,15.16,0,On Time,1,0,1,0,0,0,0
51.0,0,1,0,15,4.64,0,On Time,1,0,1,0,1,0,0
79.0,0,0,3,14,15.71,0,On Time,1,1,0,0,1,1,0
100.0,0,0,1,11,7.85,0,On Time,1,0,1,0,1,0,1
101.674,0,0,0,13,14.34,0,On Time,1,0,1,0,1,0,0
60.0,0,0,0,8,28.74,1,On Time,1,0,1,0,1,0,1
36.0,0,0,0,9,24.2,0,On Time,1,1,0,0,1,1,0
75.0,0,0,1,18,12.62,1,On Time,1,0,1,0,1,1,0
68.0,1,0,0,8,14.56,0,On Time,1,1,0,0,1,0,0
108.0,0,0,0,10,7.63,0,On Time,1,1,0,0,0,0,1
85.0,0,0,0,7,14.57,0,On Time,1,0,1,0,0,0,0
94.262,0,0,2,15,13.37,0,On Time,1,1,0,0,1,1,0
41.0,0,0,0,7,30.91,0,On Time,1,0,1,0,1,0,0
60.0,0,0,1,16,31.5,0,Risky,1,1,0,0,1,0,0
60.0,0,0,1,15,26.44,0,On Time,1,0,0,1,1,1,0
27.41,0,0,0,5,12.91,0,On Time,1,0,1,0,1,1,0
52.0,0,0,0,13,26.15,0,On Time,1,1,0,0,1,0,0
60.0,0,0,1,7,24.26,0,On Time,1,1,0,0,1,1,0
