annualinc,collections,delinq,inq,openacc,dti,pubrec,lstatus,applytype_INDIVIDUAL,homeowner_MORTGAGE,homeowner_RENT,homeowner_OWN,term_36 months,vstatus_Not Verified,vstatus_Verified
80.0,0,0,1,9,9.24,0,On Time,1,1,0,0,0,0,0
62.5,0,1,1,9,4.2,0,On Time,1,0,1,0,0,0,0
33.696,0,1,1,6,18.38,0,On Time,1,1,0,0,1,0,1
43.0,0,0,0,6,21.91,0,On Time,1,0,0,1,1,1,0
38.0,0,0,0,17,21.51,0,On Time,1,1,0,0,1,1,0
63.0,0,0,1,9,18.94,0,On Time,1,1,0,0,1,0,0
21.0,0,0,0,20,29.83,0,On Time,1,0,1,0,1,0,1
55.0,0,0,0,20,31.7,0,On Time,1,1,0,0,1,0,1
30.0,0,0,1,9,23.28,2,On Time,1,0,1,0,1,0,0
93.192,0,0,1,9,23.1,0,On Time,1,1,0,0,0,0,0
65.0,0,0,0,5,3.38,0,On Time,1,1,0,0,0,0,0
68.0,0,0,1,5,10.27,1,On Time,1,1,0,0,0,0,1
35.0,0,0,1,3,5.42,0,On Time,1,0,1,0,1,0,1
39.0,0,0,0,9,21.72,1,On Time,1,0,1,0,1,0,1
27.0,0,0,0,8,23.96,0,On Time,1,0,1,0,1,1,0
91.0,0,0,0,17,19.58,0,On Time,1,1,0,0,0,1,0
54.0,1,0,2,7,27.8,0,On Time,1,0,1,0,1,0,1
98.0,0,1,0,26,32.83,0,On Time,1,0,1,0,1,0,1
46.0,0,0,0,16,31.07,0,Risky,1,0,1,0,1,0,0
75.0,0,1,1,20,31.89,0,On Time,1,1,0,0,0,0,1
83.0,0,0,3,13,11.91,0,On Time,1,1,0,0,1,1,0
46.0,0,0,0,10,9.63,0,On Time,1,0,1,0,1,1,0
110.0,0,1,1,4,6.35,0,Risky,1,1,0,0,1,1,0
92.0,0,0,0,8,7.66,0,On Time,1,0,1,0,1,0,0
72.0,0,0,1,10,20.28,0,On Time,1,1,0,0,0,0,0
53.5,0,0,0,30,5.99,0,On Time,1,0,1,0,1,0,0
56.0,0,0,1,5,9.52,1,On Time,1,0,1,0,1,0,0
45.5,0,0,0,14,9.55,0,On Time,1,1,0,0,1,0,0
43.0,0,0,1,11,13.03,0,On Time,1,1,0,0,1,1,0
92.0,0,0,3,17,16.54,0,On Time,1,1,0,0,0,0,1
96.0,0,1,2,18,26.73,0,On Time,1,1,0,0,1,0,0
50.0,0,0,0,6,16.61,0,On Time,1,1,0,0,1,1,0
54.0,0,1,1,6,15.04,1,On Time,1,1,0,0,0,0,1
100.0,0,0,0,17,10.2,1,On Time,1,0,1,0,1,0,1
40.0,0,0,0,16,25.65,1,On Time,1,1,0,0,1,1,0
46.0,0,0,1,12,28.47,0,On Time,1,0,1,0,0,0,1
82.0,0,1,0,13,7.61,0,On Time,1,1,0,0,1,1,0
58.0,0,0,0,9,12.08,0,On Time,1,1,0,0,1,0,0
100.0,0,0,0,11,17.33,0,On Time,1,1,0,0,0,0,0
80.0,0,0,0,7,12.06,1,On Time,1,1,0,0,0,0,0
85.0,0,1,1,18,11.48,0,On Time,1,0,1,0,1,1,0
76.0,0,0,1,4,4.93,2,On Time,1,0,1,0,1,0,0
75.0,0,1,2,11,11.01,0,On Time,1,1,0,0,1,1,0
72.0,0,0,3,5,13.02,0,On Time,1,0,0,1,1,0,0
105.0,0,0,0,15,10.71,0,On Time,1,1,0,0,1,1,0
37.003,0,0,1,9,24.42,0,On Time,1,0,1,0,0,0,0
55.0,0,0,0,13,19.99,0,On Time,1,0,1,0,1,1,0
55.0,0,0,2,13,29.83,0,On Time,1,0,1,0,0,0,0
40.0,0,0,0,9,13.41,0,On Time,1,1,0,0,1,1,0
35.0,0,0,0,5,11.87,0,On Time,1,0,1,0,1,1,0
108.0,0,0,0,7,33.64,0,On Time,1,1,0,0,1,0,0
57.0,0,0,2,7,16.65,0,On Time,1,0,1,0,1,0,0
17.0,0,0,1,9,26.79,0,Risky,1,0,1,0,1,1,0
88.2,0,0,0,26,16.65,0,On Time,1,1,0,0,1,0,0
35.0,0,0,0,8,28.4,0,On Time,1,0,1,0,1,0,1
33.0,0,0,2,12,29.85,0,On Time,1,1,0,0,1,1,0
70.0,0,0,2,11,27.93,0,On Time,1,0,1,0,1,1,0
100.0,0,0,0,8,14.29,0,On Time,1,0,1,0,0,0,0
67.0,0,0,0,6,17.41,0,On Time,1,1,0,0,1,1,0
50.0,0,0,0,20,26.28,0,On Time,1,1,0,0,1,0,0
55.0,0,0,1,15,14.64,0,On Time,1,0,1,0,1,1,0
47.0,0,1,1,9,27.27,0,Risky,1,1,0,0,1,0,1
50.0,0,3,3,17,29.93,0,Risky,1,0,1,0,1,0,1
19.0,0,0,0,9,32.1,0,On Time,1,0,1,0,1,0,0
54.0,0,0,0,6,13.6,0,On Time,1,1,0,0,0,0,1
56.5,0,0,0,13,28.14,0,On Time,1,0,1,0,1,0,0
126.0,0,0,0,11,21.61,0,On Time,1,1,0,0,0,0,0
62.0,0,1,1,7,9.89,1,On Time,1,0,1,0,1,0,0
55.0,0,0,1,22,24.81,0,Risky,1,0,1,0,0,0,1
40.0,0,0,0,13,13.2,1,On Time,1,0,1,0,0,0,0
85.0,0,0,1,33,26.75,0,On Time,1,1,0,0,0,0,1
78.6,0,0,3,24,32.1,0,Risky,1,1,0,0,1,0,1
35.0,0,0,0,13,24.11,0,On Time,1,0,1,0,1,1,0
70.0,0,0,0,10,12.62,1,On Time,1,1,0,0,1,0,0
44.0,1,0,0,10,28.63,0,On Time,1,0,1,0,1,0,0
54.504,0,0,2,13,13.29,0,On Time,1,1,0,0,0,0,0
16.0,0,0,2,4,10.36,0,On Time,1,0,1,0,1,1,0
83.0,0,1,1,10,27.36,2,On Time,1,1,0,0,0,0,1
55.0,0,0,0,10,24.65,0,On Time,1,0,1,0,1,0,1
50.0,0,0,1,21,8.67,1,On Time,1,0,1,0,1,0,0
85.0,0,0,1,16,21.5,0,On Time,1,0,0,1,0,1,0
25.0,0,0,2,10,19.74,0,On Time,1,0,1,0,1,0,0
42.8,0,0,0,9,14.27,0,On Time,1,1,0,0,1,0,0
88.972,0,0,1,6,15.89,0,On Time,1,0,1,0,1,0,0
36.3,0,0,4,2,5.65,0,On Time,1,1,0,0,0,0,1
55.0,0,0,0,13,30.35,1,On Time,1,1,0,0,0,0,1
140.0,0,2,1,7,12.36,0,On Time,1,1,0,0,0,0,1
64.5,0,0,0,4,3.27,0,On Time,1,1,0,0,1,0,0
50.0,0,0,3,11,21.56,1,On Time,1,1,0,0,0,1,0
35.48,0,0,0,7,10.89,0,On Time,1,0,1,0,1,0,1
120.0,0,0,3,6,1.56,0,On Time,1,0,0,1,1,0,0
85.0,0,0,0,11,13.61,0,On Time,1,0,1,0,0,0,1
57.0,0,0,0,10,25.18,0,Risky,1,1,0,0,0,0,1
41.0,0,0,1,7,4.86,0,Risky,1,1,0,0,1,1,0
85.0,0,0,0,11,16.32,0,On Time,1,1,0,0,1,1,0
45.0,0,0,0,11,17.47,0,Risky,1,0,0,1,0,0,1
104.0,0,0,0,9,12.66,0,On Time,1,1,0,0,0,0,0
40.438,0,0,1,14,28.73,0,On Time,1,1,0,0,1,0,1
85.0,0,1,0,18,23.87,0,Risky,1,0,1,0,1,0,1
74.0,0,0,4,16,20.11,1,On Time,1,1,0,0,1,1,0
98.0,0,0,3,16,14.41,0,On Time,1,1,0,0,1,0,1
108.0,0,0,0,12,21.52,0,On Time,1,1,0,0,1,1,0
72.0,0,0,0,8,13.62,0,On Time,1,1,0,0,0,0,0
45.0,0,0,0,6,20.58,0,On Time,1,0,1,0,1,0,0
65.0,0,0,0,5,10.56,0,On Time,1,1,0,0,0,0,1
80.0,0,1,1,10,12.09,0,On Time,1,0,1,0,1,1,0
54.0,0,0,0,18,17.56,1,On Time,1,0,1,0,1,0,0
56.0,0,0,2,14,32.08,0,On Time,1,0,1,0,0,0,0
130.0,0,0,0,8,12.09,1,On Time,1,0,1,0,1,0,0
40.0,0,0,2,9,18.57,0,On Time,1,1,0,0,0,0,1
49.0,0,0,0,9,9.85,0,On Time,1,0,1,0,1,0,0
37.74,0,0,0,8,16.76,0,On Time,1,0,1,0,1,1,0
70.0,0,0,0,6,12.02,0,On Time,1,1,0,0,1,0,1
80.0,0,0,2,13,16.32,0,On Time,1,1,0,0,0,0,0
72.0,0,0,2,8,30.07,0,Risky,1,1,0,0,0,0,0
62.0,0,0,0,9,16.65,0,On Time,1,0,1,0,1,0,0
40.0,0,0,1,9,15.93,0,Risky,1,0,1,0,1,0,0
35.0,0,0,0,6,18.48,0,On Time,1,1,0,0,0,1,0
125.0,0,0,0,10,8.16,0,On Time,1,0,0,1,1,0,1
44.5,0,0,1,18,20.44,0,On Time,1,1,0,0,0,0,1
50.0,0,0,5,17,19.32,0,Risky,1,0,0,1,0,0,1
57.0,0,0,0,13,30.11,0,On Time,1,0,0,1,0,0,1
60.0,0,0,1,12,14.82,0,On Time,1,0,1,0,1,1,0
71.0,0,0,2,14,25.28,0,On Time,1,0,1,0,0,0,0
98.0,0,0,0,17,19.4,0,On Time,1,1,0,0,1,1,0
60.0,0,0,0,7,7.09,0,On Time,1,0,1,0,1,1,0
42.0,0,0,1,13,11.66,0,On Time,1,1,0,0,1,0,0
39.321,0,0,3,4,21.7,0,On Time,1,0,1,0,1,1,0
30.0,0,0,0,8,9.36,0,On Time,1,0,0,1,1,1,0
58.0,0,0,1,16,20.48,0,On Time,1,1,0,0,1,0,1
115.0,0,0,1,18,6.2,0,On Time,1,1,0,0,1,1,0
80.0,0,0,2,11,8.36,0,On Time,1,1,0,0,1,1,0
63.0,0,0,0,7,8.95,0,On Time,1,0,1,0,1,1,0
54.0,0,0,1,9,13.84,0,On Time,1,0,1,0,1,1,0
65.0,0,2,1,10,19.0,1,On Time,1,0,1,0,1,1,0
80.0,0,0,2,13,19.95,0,Risky,1,1,0,0,0,0,0
70.0,0,0,0,15,23.78,0,On Time,1,0,1,0,1,0,0
45.0,0,0,1,9,24.63,0,On Time,1,0,0,1,1,0,0
89.0,0,0,0,6,9.01,1,On Time,1,1,0,0,1,0,0
23.0,0,0,0,3,22.12,0,Risky,1,0,1,0,0,0,1
142.0,0,0,0,14,19.57,1,On Time,1,0,0,1,1,1,0
62.0,0,0,0,7,9.39,0,On Time,1,1,0,0,1,0,1
30.0,0,0,2,9,22.52,0,On Time,1,0,1,0,1,1,0
60.0,0,0,0,5,15.0,0,On Time,1,0,1,0,1,0,0
65.0,0,0,0,7,12.57,1,On Time,1,1,0,0,1,1,0
43.0,1,2,2,14,18.78,0,On Time,1,1,0,0,1,0,0
75.0,0,0,0,22,28.28,0,On Time,1,1,0,0,1,0,1
60.0,0,0,1,10,6.7,3,On Time,1,0,1,0,1,0,1
60.0,0,1,0,13,18.76,0,On Time,1,0,1,0,0,0,0
37.0,0,0,0,6,17.74,0,On Time,1,0,1,0,0,0,1
56.0,0,0,0,11,24.13,0,On Time,1,0,1,0,0,0,0
45.0,0,0,1,5,10.37,0,On Time,1,0,1,0,1,1,0
40.0,0,0,0,6,28.14,0,On Time,1,1,0,0,1,1,0
400.0,0,0,0,10,14.43,0,On Time,1,1,0,0,0,0,1
65.0,0,0,1,26,15.01,0,On Time,1,1,0,0,0,0,0
65.0,0,0,2,15,24.5,0,On Time,1,1,0,0,1,0,1
63.0,0,0,0,8,13.67,0,On Time,1,0,1,0,1,0,0
53.6,0,0,1,9,19.02,0,On Time,1,0,0,1,1,1,0
50.0,0,0,1,7,5.82,0,On Time,1,1,0,0,1,0,1
88.0,0,0,0,11,13.88,0,On Time,1,0,1,0,1,1,0
47.0,0,0,0,5,16.55,0,On Time,1,0,0,1,0,0,0
65.0,0,0,0,11,17.79,1,On Time,1,0,0,1,1,0,0
101.0,0,1,0,11,2.36,0,On Time,1,1,0,0,0,1,0
116.3,0,0,0,11,12.71,0,On Time,1,0,1,0,1,1,0
67.0,0,1,0,11,15.4,0,On Time,1,1,0,0,0,0,0
91.0,0,0,2,14,27.55,0,Risky,1,1,0,0,0,0,1
61.0,0,0,2,15,11.59,0,On Time,1,1,0,0,1,0,1
79.0,0,1,0,12,7.93,1,On Time,1,1,0,0,1,0,0
42.0,0,0,1,6,13.37,0,On Time,1,0,1,0,1,0,0
80.0,0,0,0,7,13.31,0,On Time,1,0,1,0,0,0,0
25.0,0,0,0,7,26.6,0,On Time,1,0,1,0,1,1,0
110.4,0,0,0,13,7.47,0,On Time,1,0,1,0,0,0,1
122.0,0,2,1,14,13.16,1,On Time,1,0,1,0,1,0,1
40.0,0,0,0,3,11.22,0,On Time,1,0,1,0,1,1,0
37.0,0,0,0,10,27.25,1,On Time,1,1,0,0,1,0,0
34.5,0,0,2,9,10.37,0,On Time,1,0,0,1,0,1,0
175.0,0,0,3,20,10.33,0,Risky,1,1,0,0,0,0,0
115.0,0,0,2,11,10.56,0,On Time,1,1,0,0,0,0,1
97.0,0,1,0,10,3.05,2,On Time,1,1,0,0,0,1,0
120.0,0,0,3,12,24.1,0,On Time,1,0,1,0,0,0,0
54.0,0,0,0,6,22.16,0,On Time,1,1,0,0,0,1,0
65.0,0,0,0,11,22.29,0,On Time,1,0,1,0,1,0,1
62.6,0,0,1,11,11.62,1,On Time,1,1,0,0,1,1,0
68.0,0,0,3,17,12.88,0,On Time,1,0,1,0,1,0,0
65.0,0,0,0,11,22.5,0,On Time,1,0,1,0,1,0,1
40.0,0,0,1,5,15.09,0,On Time,1,0,1,0,1,1,0
19.0,0,0,0,3,4.42,0,On Time,1,0,1,0,1,0,1
152.0,0,2,0,13,12.38,1,On Time,1,1,0,0,0,0,1
94.5,0,0,0,10,10.15,0,On Time,1,1,0,0,0,0,0
55.6,0,0,1,15,20.25,0,On Time,1,1,0,0,1,0,0
124.62768,0,0,0,14,20.08,0,On Time,1,1,0,0,1,0,0
45.0,0,0,0,5,6.53,1,On Time,1,0,0,1,1,1,0
30.0,0,1,1,16,25.44,0,On Time,1,0,1,0,1,1,0
120.0,0,0,0,8,5.4,0,On Time,1,0,1,0,1,0,0
100.0,0,1,1,17,12.82,1,Risky,1,0,1,0,0,0,0
45.0,0,0,0,10,27.25,0,Risky,1,0,1,0,1,0,0
40.0,0,0,0,8,20.52,0,Risky,1,1,0,0,0,0,1
127.0,0,0,0,16,19.31,0,On Time,1,1,0,0,1,0,0
35.0,0,0,0,7,19.79,3,On Time,1,0,1,0,1,0,0
55.0,0,0,2,6,9.67,0,On Time,1,1,0,0,0,0,0
85.0,0,0,2,8,10.19,0,On Time,1,1,0,0,0,0,1
50.0,0,2,0,23,16.68,0,On Time,1,0,1,0,1,1,0
92.0,0,0,4,9,4.96,0,On Time,1,0,0,1,0,0,1
107.68,0,0,1,9,26.46,0,On Time,1,0,1,0,1,0,1
34.0,0,0,6,14,10.62,1,On Time,1,1,0,0,1,0,1
100.8,0,0,1,16,17.31,0,On Time,1,1,0,0,1,1,0
70.0,0,0,2,3,12.22,0,On Time,1,1,0,0,0,0,0
67.0,0,0,2,5,17.54,0,On Time,1,1,0,0,0,0,0
77.0,0,0,0,15,18.38,0,On Time,1,1,0,0,0,0,0
31.848,0,0,0,14,27.05,1,On Time,1,1,0,0,0,0,0
50.0,0,0,1,9,12.43,0,On Time,1,0,1,0,1,0,0
100.0,0,0,1,14,9.76,0,On Time,1,1,0,0,0,1,0
60.0,0,0,1,10,17.38,0,On Time,1,0,1,0,0,0,1
47.0,0,0,0,8,23.6,0,On Time,1,0,1,0,0,0,0
90.0,0,0,0,7,21.35,0,On Time,1,0,1,0,1,0,0
60.0,0,1,0,9,5.18,0,On Time,1,0,1,0,1,1,0
51.0,0,0,0,9,24.68,0,On Time,1,1,0,0,1,0,1
130.0,0,0,0,16,18.14,0,On Time,1,1,0,0,0,0,1
90.0,0,0,0,17,8.44,0,On Time,1,1,0,0,1,0,0
100.0,0,0,0,6,6.94,0,On Time,1,0,1,0,1,1,0
110.0,0,0,0,6,11.99,0,On Time,1,1,0,0,1,0,0
79.8,0,0,0,11,26.15,3,On Time,1,1,0,0,0,1,0
49.5,0,0,1,12,22.81,0,On Time,1,1,0,0,0,0,0
51.0,0,0,0,5,8.12,1,On Time,1,0,1,0,1,0,1
165.0,0,0,0,14,11.39,0,On Time,1,0,1,0,1,0,0
70.0,0,0,0,11,12.36,1,On Time,1,0,1,0,1,0,0
40.0,0,0,0,15,25.47,0,On Time,1,0,1,0,1,1,0
101.176,0,1,0,20,39.91,0,On Time,1,0,0,1,0,0,0
35.0,0,0,1,5,11.08,0,Risky,1,0,1,0,1,0,1
24.0,0,0,0,4,8.65,0,On Time,1,1,0,0,1,0,0
65.0,0,0,1,15,31.04,0,On Time,1,1,0,0,0,0,0
38.7,1,0,0,8,10.48,0,On Time,1,0,1,0,0,0,1
79.0,0,0,3,13,13.98,0,On Time,1,1,0,0,0,0,1
76.5,0,0,0,17,16.14,1,On Time,1,0,1,0,0,0,0
75.0,0,0,0,12,14.51,0,On Time,1,0,1,0,1,1,0
145.0,0,0,1,15,16.71,0,On Time,1,1,0,0,0,1,0
84.0,0,0,0,10,25.1,0,On Time,1,0,1,0,1,0,1
30.0,0,0,2,7,35.08,0,Risky,1,0,1,0,0,0,0
20.0,0,0,1,4,1.8,0,On Time,1,0,0,1,1,1,0
80.0,0,0,0,16,18.03,0,On Time,1,0,1,0,1,0,1
43.288,0,0,0,3,8.62,0,On Time,1,0,1,0,1,1,0
20.0,0,0,0,2,27.61,0,On Time,1,0,1,0,1,1,0
144.0,0,0,3,15,27.7,0,On Time,1,1,0,0,1,0,1
106.0,0,0,1,8,6.4,8,On Time,1,1,0,0,1,0,1
50.0,0,0,2,10,26.31,1,On Time,1,1,0,0,0,0,0
52.0,0,2,0,10,18.12,0,On Time,1,1,0,0,1,1,0
45.0,0,0,2,4,2.51,0,On Time,1,1,0,0,0,0,1
50.0,0,0,0,19,32.9,0,On Time,1,0,0,1,0,0,1
104.5,0,0,0,16,35.08,0,On Time,1,1,0,0,1,0,0
64.5,0,0,0,8,18.7,0,On Time,1,1,0,0,1,0,1
50.0,0,0,0,9,20.84,0,On Time,1,1,0,0,0,0,1
77.52,0,0,0,11,24.23,0,On Time,1,0,0,1,0,0,1
58.0,0,0,1,12,13.37,0,On Time,1,0,1,0,1,0,0
47.0,0,0,1,13,33.32,1,On Time,1,0,1,0,1,0,1
115.0,0,0,1,18,21.98,1,On Time,1,0,1,0,0,0,1
45.0,1,1,0,14,20.85,0,On Time,1,0,1,0,1,1,0
32.0,0,0,1,5,15.45,1,On Time,1,1,0,0,1,0,0
42.0,0,1,0,9,29.26,1,On Time,1,0,0,1,1,1,0
30.0,0,0,0,12,12.12,0,On Time,1,0,1,0,1,1,0
72.0,0,0,2,11,8.87,0,Risky,1,0,1,0,1,0,0
60.0,0,0,0,15,7.54,0,On Time,1,0,1,0,1,0,0
92.289,0,0,0,3,10.8,1,On Time,1,0,1,0,1,0,0
41.0,0,0,0,16,23.24,0,On Time,1,1,0,0,0,1,0
63.0,0,0,0,23,38.65,0,On Time,1,0,1,0,0,0,1
39.336,0,0,0,9,30.48,0,On Time,1,1,0,0,0,0,0
69.993,0,0,1,11,22.75,2,On Time,1,0,1,0,1,0,1
92.0,0,0,0,8,13.96,0,On Time,1,1,0,0,0,0,1
182.1732,0,0,0,16,11.06,0,On Time,1,0,1,0,1,0,1
100.0,0,0,1,10,19.57,1,On Time,1,1,0,0,0,0,0
68.0,0,0,0,20,21.83,0,On Time,1,0,1,0,1,1,0
44.0,0,1,0,5,9.72,0,On Time,1,0,1,0,1,1,0
80.0,0,0,0,22,10.88,0,On Time,1,0,1,0,1,1,0
250.0,0,3,2,9,8.08,0,On Time,1,1,0,0,0,0,0
45.0,0,0,1,13,6.37,0,On Time,1,1,0,0,1,0,1
90.0,0,0,3,11,11.17,1,On Time,1,1,0,0,1,0,1
52.0,0,0,0,16,30.41,0,On Time,1,0,1,0,1,0,0
56.0,0,0,0,8,26.06,0,On Time,1,1,0,0,1,0,1
35.0,0,0,0,4,9.91,0,On Time,1,1,0,0,1,0,0
41.0,0,0,4,17,12.68,0,On Time,1,0,1,0,1,0,1
120.0,0,0,3,19,14.19,0,On Time,1,1,0,0,1,0,1
35.0,0,0,0,13,34.88,0,On Time,1,1,0,0,1,1,0
61.0,0,0,3,12,28.94,0,Risky,1,1,0,0,0,0,1
74.5,0,0,0,18,29.09,0,Risky,1,1,0,0,0,0,1
70.0,0,0,0,9,19.96,0,On Time,1,1,0,0,0,0,0
60.0,0,0,1,16,27.36,0,On Time,1,1,0,0,0,1,0
34.6,0,0,0,8,22.68,0,On Time,1,1,0,0,1,0,1
58.0,0,0,0,6,6.87,0,On Time,1,1,0,0,1,1,0
85.0,0,0,1,11,10.8,3,On Time,1,1,0,0,0,1,0
54.0,0,0,0,15,23.09,0,On Time,1,1,0,0,1,1,0
32.0,0,0,0,5,21.83,0,Risky,1,0,0,1,1,0,1
78.0,0,0,2,14,15.08,1,On Time,1,0,1,0,0,0,0
34.0,0,3,0,9,23.7,0,On Time,1,0,0,1,1,0,1
70.0,0,1,0,11,7.73,0,On Time,1,0,1,0,1,0,0
78.0,0,1,0,12,35.78,0,On Time,1,0,0,1,1,0,0
33.0,0,0,0,11,23.67,0,On Time,1,0,1,0,0,0,0
52.0,0,1,3,4,12.14,1,On Time,1,0,1,0,1,0,1
84.0,0,0,0,6,25.71,0,On Time,1,0,1,0,1,0,1
51.86828,0,0,0,9,22.83,0,On Time,1,1,0,0,1,0,1
49.0,0,0,2,8,15.95,0,On Time,1,0,1,0,1,1,0
21.0,0,0,0,19,31.49,0,On Time,1,0,0,1,1,0,1
45.0,0,2,1,13,24.9,0,On Time,1,0,1,0,0,0,1
105.0,0,0,0,4,7.84,0,On Time,1,1,0,0,0,1,0
96.5,0,0,0,12,9.44,0,On Time,1,1,0,0,1,0,1
150.0,0,0,0,16,20.58,0,On Time,1,1,0,0,1,0,0
78.0,0,0,0,20,12.98,1,On Time,1,0,1,0,1,0,0
77.32084,0,0,0,5,6.43,0,On Time,1,0,1,0,1,0,0
150.0,0,3,0,13,16.51,0,On Time,1,1,0,0,0,0,0
117.0,0,0,0,18,11.6,0,On Time,1,1,0,0,0,0,1
46.5,0,1,0,12,14.12,0,On Time,1,0,1,0,1,0,0
48.1,0,0,1,18,28.63,0,On Time,1,1,0,0,1,1,0
80.0,0,2,1,10,15.09,0,On Time,1,1,0,0,1,0,0
115.0,0,0,0,10,12.23,0,On Time,1,1,0,0,1,0,0
120.0,0,0,0,14,25.99,0,On Time,1,1,0,0,0,0,1
32.0,0,1,0,17,8.21,0,On Time,1,0,1,0,1,0,1
77.0,0,1,1,8,30.39,0,On Time,1,0,1,0,0,0,1
60.0,0,0,0,10,24.48,0,On Time,1,0,1,0,0,1,0
40.0,0,0,1,5,21.81,0,On Time,1,0,1,0,1,1,0
85.0,0,3,1,7,16.6,0,On Time,1,0,1,0,1,1,0
78.0,0,0,1,4,14.37,0,On Time,1,0,0,1,1,1,0
84.0,0,0,0,12,11.37,0,On Time,1,1,0,0,1,1,0
78.0,0,0,1,14,14.48,0,On Time,1,0,0,1,0,0,1
55.0,0,0,0,11,25.4,0,Risky,1,1,0,0,0,0,1
105.0,0,0,1,10,8.45,0,On Time,1,1,0,0,0,0,0
75.0,0,0,1,8,31.86,0,On Time,1,1,0,0,0,0,1
29.0,0,0,1,10,16.51,1,On Time,1,1,0,0,1,0,1
43.0,0,0,0,5,14.9,0,On Time,1,0,1,0,0,0,0
47.5,0,0,1,9,9.9,0,Risky,1,0,1,0,1,1,0
40.0,0,0,0,7,14.61,1,On Time,1,1,0,0,1,1,0
50.0,0,4,1,11,17.76,0,On Time,1,1,0,0,1,1,0
100.0,0,0,2,5,15.84,4,On Time,1,1,0,0,1,0,1
43.0,0,1,0,10,21.29,0,On Time,1,0,1,0,1,1,0
170.0,0,2,2,17,9.88,0,On Time,1,1,0,0,1,0,1
38.0,0,0,0,14,26.94,0,On Time,1,0,1,0,0,1,0
41.0,0,0,1,13,10.47,1,On Time,1,0,1,0,1,1,0
67.0,0,0,1,12,18.56,0,On Time,1,0,1,0,1,1,0
40.0,0,0,0,8,12.39,0,On Time,1,1,0,0,1,1,0
62.0,0,0,1,9,14.17,0,On Time,1,1,0,0,1,0,0
80.0,0,4,1,9,22.14,1,On Time,1,1,0,0,1,1,0
120.0,0,0,3,18,16.82,0,On Time,1,1,0,0,1,1,0
106.0,0,4,0,13,25.96,0,On Time,1,0,1,0,1,0,1
35.6,0,0,0,12,19.52,0,On Time,1,0,0,1,1,0,0
59.0,0,0,0,6,15.15,0,On Time,1,0,1,0,1,1,0
78.0,0,0,2,13,11.03,0,On Time,1,0,1,0,1,1,0
45.0,0,1,0,22,17.41,0,On Time,1,0,1,0,0,0,0
54.0,0,0,0,8,11.78,0,On Time,1,0,1,0,1,1,0
60.0,0,0,0,16,28.76,0,On Time,1,0,1,0,0,0,0
103.0,0,0,0,22,6.55,0,On Time,1,1,0,0,1,0,1
86.298,0,0,0,9,22.06,1,On Time,1,0,1,0,1,0,0
68.135,0,0,1,14,9.39,2,On Time,1,0,1,0,1,0,0
80.0,0,0,1,10,22.08,0,On Time,1,1,0,0,0,0,0
62.0,0,0,0,5,5.36,0,On Time,1,1,0,0,1,0,0
67.115,0,0,5,34,22.62,0,On Time,1,1,0,0,1,0,1
140.0,0,0,2,12,15.3,0,On Time,1,1,0,0,1,0,0
52.0,0,0,1,8,21.76,0,On Time,1,0,1,0,1,1,0
124.0,0,1,0,18,17.35,0,On Time,1,1,0,0,0,0,0
62.6,0,0,0,9,17.58,0,On Time,1,0,1,0,1,0,0
62.0,0,1,0,13,31.34,0,On Time,1,1,0,0,1,0,0
50.0,0,0,0,17,28.92,0,On Time,1,0,1,0,1,0,1
35.0,0,0,0,2,12.75,0,On Time,1,0,1,0,1,1,0
110.0,0,0,1,4,7.82,0,On Time,1,1,0,0,1,1,0
35.0,0,0,1,9,8.09,0,On Time,1,1,0,0,1,1,0
40.0,0,0,2,7,24.48,0,Risky,1,0,1,0,1,1,0
35.0,0,0,0,6,2.4,0,Risky,1,1,0,0,1,1,0
140.0,0,1,0,9,27.76,0,On Time,1,1,0,0,1,0,1
45.0,0,4,2,16,34.69,0,On Time,1,0,1,0,0,0,1
32.7,0,0,0,5,25.98,0,On Time,1,1,0,0,1,1,0
50.0,0,0,1,9,24.29,0,On Time,1,1,0,0,0,0,1
75.0,0,0,2,10,13.61,3,On Time,1,1,0,0,1,0,0
66.0,0,0,1,8,14.16,1,On Time,1,1,0,0,1,1,0
86.302,0,0,1,8,10.55,1,On Time,1,0,1,0,0,0,1
29.0,0,0,0,30,22.37,0,On Time,1,0,0,1,0,0,0
60.0,0,0,0,10,14.92,0,On Time,1,1,0,0,1,1,0
78.0,0,0,2,8,3.89,0,On Time,1,0,1,0,1,0,0
32.0,0,0,1,9,12.23,0,On Time,1,1,0,0,1,0,1
55.992,0,0,0,16,26.0,1,On Time,1,0,1,0,1,0,1
56.0,0,0,0,11,36.67,0,On Time,1,1,0,0,0,0,0
90.0,0,0,0,8,5.01,0,On Time,1,1,0,0,1,0,0
43.0,0,0,0,5,14.9,0,On Time,1,0,1,0,1,0,1
60.0,0,0,1,12,19.64,0,On Time,1,1,0,0,1,1,0
95.0,0,0,0,9,27.95,0,On Time,1,0,1,0,1,0,1
40.0,0,0,0,8,11.49,0,On Time,1,0,0,1,0,0,0
31.2,0,0,3,6,26.23,0,On Time,1,1,0,0,1,1,0
40.0,0,0,1,15,22.35,0,On Time,1,0,0,1,1,0,0
45.0,0,0,0,5,16.4,0,On Time,1,0,1,0,0,0,0
75.0,0,2,0,26,24.39,0,On Time,1,1,0,0,1,1,0
