annualinc,applytype,collections,delinq,inq,openacc,dti,pubrec,homeowner,term,vstatus,lstatus
80.0,INDIVIDUAL,0,0,1,14,12.63,1,RENT,60 months,Source Verified,On Time
90.0,INDIVIDUAL,0,0,0,14,39.89,0,MORTGAGE,60 months,Verified,On Time
47.456,INDIVIDUAL,0,0,0,21,35.31,0,MORTGAGE,60 months,Source Verified,On Time
66.0,INDIVIDUAL,0,0,1,9,22.15,0,MORTGAGE,36 months,Verified,On Time
68.5,INDIVIDUAL,0,0,0,10,12.93,0,RENT,36 months,Not Verified,On Time
50.0,INDIVIDUAL,0,0,1,14,20.57,0,MORTGAGE,36 months,Not Verified,On Time
120.0,INDIVIDUAL,0,0,0,19,15.93,0,MORTGAGE,36 months,Source Verified,On Time
44.0,INDIVIDUAL,0,0,0,7,16.23,1,MORTGAGE,36 months,Not Verified,On Time
99.905,INDIVIDUAL,0,0,0,10,13.44,0,MORTGAGE,60 months,Source Verified,On Time
36.4,INDIVIDUAL,0,0,0,14,26.24,0,RENT,36 months,Not Verified,On Time
80.4,INDIVIDUAL,0,0,0,15,10.91,0,RENT,36 months,Source Verified,On Time
60.0,INDIVIDUAL,0,0,1,14,11.88,0,RENT,36 months,Verified,On Time
75.0,INDIVIDUAL,0,0,0,4,14.28,0,RENT,36 months,Source Verified,On Time
55.0,INDIVIDUAL,0,2,0,19,20.25,0,OWN,60 months,Source Verified,Risky
83.5,INDIVIDUAL,0,0,0,21,22.7,0,MORTGAGE,60 months,Not Verified,On Time
15.0,INDIVIDUAL,0,0,0,8,27.84,0,MORTGAGE,36 months,Verified,On Time
125.0,INDIVIDUAL,0,0,2,17,14.56,0,MORTGAGE,60 months,Source Verified,On Time
168.0,INDIVIDUAL,0,0,0,8,8.49,0,MORTGAGE,36 months,Verified,On Time
63.0,INDIVIDUAL,0,0,0,11,2.3,1,OWN,36 months,Source Verified,On Time
24.5,INDIVIDUAL,0,0,0,3,13.42,0,MORTGAGE,36 months,Verified,On Time
58.5,INDIVIDUAL,0,0,0,16,31.55,0,RENT,60 months,Source Verified,On Time
42.0,INDIVIDUAL,0,0,3,14,21.17,0,RENT,36 months,Not Verified,On Time
210.0,INDIVIDUAL,0,1,2,20,13.51,0,MORTGAGE,36 months,Verified,On Time
29.76,INDIVIDUAL,0,0,0,11,28.51,0,OWN,36 months,Verified,On Time
115.0,INDIVIDUAL,0,0,0,11,23.05,1,MORTGAGE,36 months,Verified,On Time
60.0,INDIVIDUAL,0,0,0,7,18.44,1,OWN,60 months,Source Verified,On Time
168.0,INDIVIDUAL,0,0,1,11,10.84,0,MORTGAGE,60 months,Source Verified,On Time
54.0,INDIVIDUAL,0,0,2,18,28.98,0,MORTGAGE,36 months,Verified,On Time
156.0,INDIVIDUAL,0,0,2,15,17.23,0,MORTGAGE,36 months,Verified,Risky
67.0,INDIVIDUAL,0,0,0,8,6.84,0,MORTGAGE,36 months,Not Verified,On Time
85.0,INDIVIDUAL,0,0,0,7,20.4,1,RENT,36 months,Not Verified,On Time
24.96,INDIVIDUAL,0,0,0,10,21.2,0,RENT,36 months,Verified,On Time
42.0,INDIVIDUAL,0,0,1,11,30.74,1,RENT,36 months,Source Verified,On Time
42.0,INDIVIDUAL,0,0,1,9,27.46,0,MORTGAGE,36 months,Verified,On Time
62.4,INDIVIDUAL,0,0,3,10,8.88,0,RENT,36 months,Not Verified,On Time
85.0,INDIVIDUAL,0,0,0,15,11.73,0,RENT,36 months,Verified,On Time
65.0,INDIVIDUAL,0,0,0,6,8.51,0,RENT,36 months,Verified,On Time
74.0,INDIVIDUAL,0,0,0,5,10.8,0,RENT,36 months,Verified,On Time
80.0,INDIVIDUAL,0,0,1,19,28.22,0,RENT,36 months,Verified,On Time
73.0,INDIVIDUAL,0,0,0,14,17.42,0,MORTGAGE,60 months,Verified,On Time
77.95,INDIVIDUAL,0,0,2,8,11.79,1,OWN,36 months,Source Verified,On Time
52.0,INDIVIDUAL,0,0,0,9,22.96,0,OWN,36 months,Not Verified,On Time
40.0,INDIVIDUAL,0,0,0,7,18.51,1,MORTGAGE,36 months,Verified,Risky
70.0,INDIVIDUAL,0,0,2,18,16.01,0,MORTGAGE,60 months,Source Verified,On Time
32.0,INDIVIDUAL,0,0,0,11,28.43,0,RENT,60 months,Source Verified,On Time
80.0,INDIVIDUAL,0,0,1,8,11.01,0,RENT,36 months,Source Verified,On Time
120.0,INDIVIDUAL,0,1,1,22,29.79,0,MORTGAGE,36 months,Verified,On Time
80.64,INDIVIDUAL,0,0,4,29,21.03,0,RENT,36 months,Verified,Risky
39.0547,INDIVIDUAL,0,0,2,14,34.85,0,MORTGAGE,60 months,Verified,On Time
17.0,INDIVIDUAL,0,0,0,14,20.34,1,OWN,36 months,Source Verified,Risky
98.0,INDIVIDUAL,0,10,0,17,16.16,0,MORTGAGE,60 months,Source Verified,On Time
135.0,INDIVIDUAL,0,0,2,12,22.37,0,MORTGAGE,60 months,Verified,On Time
80.0,INDIVIDUAL,0,2,3,15,15.41,2,RENT,36 months,Source Verified,On Time
42.0,INDIVIDUAL,0,0,0,19,17.62,0,MORTGAGE,36 months,Source Verified,On Time
120.0,INDIVIDUAL,0,0,0,10,11.48,0,MORTGAGE,60 months,Source Verified,On Time
110.0,INDIVIDUAL,0,0,0,15,32.8,0,OWN,36 months,Source Verified,On Time
80.0,INDIVIDUAL,0,0,1,12,26.57,0,MORTGAGE,60 months,Source Verified,Risky
50.0,INDIVIDUAL,0,0,1,6,28.25,0,RENT,36 months,Source Verified,On Time
175.0,INDIVIDUAL,0,0,1,10,10.41,0,RENT,36 months,Source Verified,On Time
38.3,INDIVIDUAL,0,0,0,4,21.75,0,RENT,60 months,Source Verified,On Time
48.0,INDIVIDUAL,0,0,0,26,19.34,0,MORTGAGE,36 months,Not Verified,On Time
95.0,INDIVIDUAL,0,1,2,12,15.31,1,RENT,60 months,Not Verified,On Time
120.0,INDIVIDUAL,0,0,1,8,6.54,0,MORTGAGE,60 months,Not Verified,On Time
72.0,INDIVIDUAL,0,0,1,9,6.93,0,MORTGAGE,36 months,Not Verified,Risky
50.0,INDIVIDUAL,0,0,0,15,6.93,0,RENT,36 months,Source Verified,On Time
33.0,INDIVIDUAL,0,0,0,6,32.62,0,RENT,60 months,Source Verified,On Time
53.0,INDIVIDUAL,0,1,1,15,21.42,0,RENT,36 months,Not Verified,On Time
100.0,INDIVIDUAL,0,0,0,12,6.96,0,MORTGAGE,36 months,Verified,On Time
41.34,INDIVIDUAL,0,0,1,4,7.22,0,MORTGAGE,36 months,Not Verified,On Time
98.052,INDIVIDUAL,0,2,1,5,14.98,0,MORTGAGE,60 months,Source Verified,On Time
45.0,INDIVIDUAL,0,1,0,18,27.36,0,MORTGAGE,36 months,Not Verified,On Time
60.18,INDIVIDUAL,0,1,0,6,22.15,0,RENT,60 months,Verified,On Time
68.5,INDIVIDUAL,0,2,1,9,19.08,0,MORTGAGE,36 months,Verified,Risky
50.0,INDIVIDUAL,0,0,2,10,25.94,0,OWN,36 months,Not Verified,On Time
36.5,INDIVIDUAL,0,0,1,9,16.37,0,MORTGAGE,60 months,Verified,On Time
72.0,INDIVIDUAL,0,0,0,10,22.47,0,MORTGAGE,36 months,Not Verified,On Time
65.0,INDIVIDUAL,0,0,0,10,19.8,0,MORTGAGE,36 months,Not Verified,On Time
42.393,INDIVIDUAL,0,0,0,11,15.26,1,MORTGAGE,36 months,Not Verified,On Time
150.0,INDIVIDUAL,0,0,0,5,15.4,0,RENT,36 months,Source Verified,On Time
60.0,INDIVIDUAL,0,2,0,12,8.34,0,RENT,36 months,Source Verified,On Time
32.0,INDIVIDUAL,0,0,0,7,19.2,0,MORTGAGE,36 months,Verified,On Time
65.76,INDIVIDUAL,0,0,1,11,28.6,0,MORTGAGE,60 months,Source Verified,On Time
66.0,INDIVIDUAL,0,0,1,18,11.55,1,RENT,36 months,Source Verified,On Time
80.0,INDIVIDUAL,0,2,0,5,10.01,1,MORTGAGE,36 months,Not Verified,On Time
35.0,INDIVIDUAL,0,0,0,7,19.48,1,RENT,36 months,Source Verified,On Time
55.0,INDIVIDUAL,0,0,0,8,20.97,0,MORTGAGE,60 months,Source Verified,On Time
86.0,INDIVIDUAL,0,0,2,12,20.74,0,RENT,36 months,Source Verified,On Time
235.0,INDIVIDUAL,0,3,3,9,13.11,1,MORTGAGE,60 months,Verified,Risky
19.0,INDIVIDUAL,0,0,3,10,26.46,0,RENT,36 months,Not Verified,Risky
150.0,INDIVIDUAL,0,0,1,13,9.86,0,MORTGAGE,36 months,Not Verified,On Time
45.0,INDIVIDUAL,0,0,0,5,15.89,0,OWN,36 months,Source Verified,On Time
27.5,INDIVIDUAL,0,0,0,11,6.15,0,RENT,36 months,Not Verified,On Time
62.0,INDIVIDUAL,0,0,1,18,29.61,0,MORTGAGE,36 months,Source Verified,On Time
101.0,INDIVIDUAL,0,1,0,7,5.6,0,MORTGAGE,36 months,Not Verified,On Time
100.0,INDIVIDUAL,0,1,1,13,10.33,1,MORTGAGE,60 months,Not Verified,On Time
98.004,INDIVIDUAL,0,0,1,10,11.66,0,MORTGAGE,36 months,Source Verified,Risky
82.0,INDIVIDUAL,0,0,0,17,15.7,0,RENT,36 months,Not Verified,On Time
82.0,INDIVIDUAL,0,0,1,13,25.1,0,MORTGAGE,60 months,Not Verified,On Time
145.0,INDIVIDUAL,0,0,0,11,11.3,0,MORTGAGE,36 months,Source Verified,On Time
134.0,INDIVIDUAL,0,2,4,15,12.56,0,MORTGAGE,60 months,Verified,On Time
106.0,INDIVIDUAL,0,0,1,19,8.89,0,OWN,36 months,Verified,Risky
55.0,INDIVIDUAL,0,0,0,6,9.91,0,RENT,36 months,Source Verified,On Time
90.0,INDIVIDUAL,0,1,1,11,14.76,0,MORTGAGE,36 months,Not Verified,On Time
45.0,INDIVIDUAL,0,0,0,8,21.44,0,RENT,36 months,Source Verified,On Time
82.0,INDIVIDUAL,0,0,1,14,11.46,1,MORTGAGE,60 months,Not Verified,On Time
60.0,INDIVIDUAL,0,0,0,14,21.3,0,MORTGAGE,60 months,Verified,On Time
72.0,INDIVIDUAL,0,0,0,6,11.05,0,MORTGAGE,36 months,Verified,On Time
145.0,INDIVIDUAL,0,0,0,10,22.65,0,MORTGAGE,36 months,Verified,On Time
184.0,INDIVIDUAL,0,1,2,11,4.66,0,RENT,36 months,Verified,On Time
102.0,INDIVIDUAL,0,0,1,16,18.94,0,MORTGAGE,60 months,Verified,On Time
115.0,INDIVIDUAL,0,0,1,22,26.21,0,MORTGAGE,36 months,Not Verified,On Time
60.0,INDIVIDUAL,0,0,0,9,19.56,0,MORTGAGE,60 months,Source Verified,On Time
35.0,INDIVIDUAL,0,0,0,7,22.36,0,OWN,36 months,Not Verified,On Time
55.0,INDIVIDUAL,0,1,0,7,25.11,0,MORTGAGE,60 months,Not Verified,On Time
44.4,INDIVIDUAL,0,2,1,15,12.16,0,RENT,36 months,Not Verified,Risky
54.0,INDIVIDUAL,0,0,0,8,13.84,0,RENT,36 months,Verified,On Time
72.0,INDIVIDUAL,0,0,0,15,34.82,0,RENT,60 months,Source Verified,On Time
160.0,INDIVIDUAL,0,0,0,22,25.15,0,MORTGAGE,60 months,Source Verified,On Time
105.0,INDIVIDUAL,0,1,1,12,6.77,0,MORTGAGE,36 months,Verified,On Time
76.0,INDIVIDUAL,0,0,0,12,24.93,0,RENT,36 months,Not Verified,On Time
21.6,INDIVIDUAL,0,0,3,4,6.33,0,RENT,36 months,Not Verified,Risky
50.0,INDIVIDUAL,0,0,0,10,24.2,1,MORTGAGE,36 months,Verified,On Time
100.0,INDIVIDUAL,0,0,0,4,5.5,0,RENT,60 months,Source Verified,On Time
188.0,INDIVIDUAL,0,0,1,10,11.96,0,RENT,60 months,Verified,On Time
40.8,INDIVIDUAL,0,0,1,4,8.97,1,RENT,60 months,Verified,On Time
35.348,INDIVIDUAL,0,0,0,5,10.36,0,MORTGAGE,36 months,Verified,On Time
275.0,INDIVIDUAL,0,0,3,14,6.76,0,MORTGAGE,36 months,Verified,On Time
34.0,INDIVIDUAL,0,0,5,15,20.37,1,RENT,36 months,Source Verified,On Time
31.05,INDIVIDUAL,0,0,0,7,17.36,0,MORTGAGE,36 months,Not Verified,On Time
49.0,INDIVIDUAL,0,0,0,5,18.63,0,RENT,36 months,Not Verified,On Time
85.0,INDIVIDUAL,0,1,2,11,22.73,0,MORTGAGE,36 months,Verified,On Time
101.0,INDIVIDUAL,0,0,2,24,26.24,0,RENT,60 months,Source Verified,Risky
120.0,INDIVIDUAL,0,2,0,12,21.52,0,MORTGAGE,60 months,Verified,On Time
50.0,INDIVIDUAL,0,0,0,4,25.28,1,MORTGAGE,36 months,Not Verified,On Time
55.0,INDIVIDUAL,0,0,2,13,28.84,0,MORTGAGE,36 months,Source Verified,On Time
98.7,INDIVIDUAL,0,0,0,14,23.15,0,MORTGAGE,60 months,Verified,On Time
40.0,INDIVIDUAL,0,0,2,3,14.76,0,RENT,36 months,Not Verified,On Time
118.0,INDIVIDUAL,0,0,0,11,34.29,1,MORTGAGE,60 months,Not Verified,On Time
42.0,INDIVIDUAL,0,1,1,20,32.66,1,OWN,36 months,Source Verified,On Time
50.0,INDIVIDUAL,0,0,1,12,8.98,0,RENT,36 months,Source Verified,On Time
102.0,INDIVIDUAL,0,1,0,16,27.44,0,MORTGAGE,36 months,Source Verified,On Time
25.0,INDIVIDUAL,0,0,1,8,17.66,0,RENT,36 months,Not Verified,Risky
45.0,INDIVIDUAL,0,0,0,10,31.31,0,OWN,36 months,Verified,On Time
60.0,INDIVIDUAL,0,0,1,11,15.5,0,RENT,36 months,Not Verified,On Time
33.0,INDIVIDUAL,0,0,0,7,13.82,0,RENT,36 months,Source Verified,On Time
76.0,INDIVIDUAL,0,0,0,12,15.43,1,RENT,60 months,Source Verified,On Time
48.0,INDIVIDUAL,0,0,2,6,13.8,0,MORTGAGE,36 months,Source Verified,On Time
50.0,INDIVIDUAL,0,0,0,13,28.5,0,MORTGAGE,36 months,Verified,On Time
135.0,INDIVIDUAL,0,0,0,17,9.91,1,OWN,60 months,Source Verified,On Time
118.0,INDIVIDUAL,0,0,2,15,11.35,0,MORTGAGE,60 months,Verified,On Time
35.0,INDIVIDUAL,0,0,2,6,18.07,0,OWN,36 months,Source Verified,On Time
35.0,INDIVIDUAL,0,0,1,4,17.56,0,OWN,36 months,Not Verified,On Time
12.0,INDIVIDUAL,0,0,1,9,3.0,0,RENT,36 months,Not Verified,Risky
85.0,INDIVIDUAL,0,0,1,17,11.6,0,RENT,36 months,Not Verified,On Time
52.5,INDIVIDUAL,0,1,0,10,26.22,0,RENT,60 months,Source Verified,On Time
82.0,INDIVIDUAL,0,0,0,6,2.49,0,RENT,36 months,Not Verified,On Time
53.0,INDIVIDUAL,0,0,0,9,21.15,0,OWN,36 months,Source Verified,On Time
75.0,INDIVIDUAL,0,0,1,17,23.04,0,RENT,36 months,Verified,On Time
60.0,INDIVIDUAL,0,0,1,4,8.96,0,RENT,60 months,Verified,Risky
60.0,INDIVIDUAL,0,1,1,9,7.64,1,RENT,36 months,Source Verified,On Time
72.0,INDIVIDUAL,0,0,0,11,19.18,0,MORTGAGE,36 months,Not Verified,On Time
51.5,INDIVIDUAL,0,0,0,9,22.72,0,MORTGAGE,36 months,Source Verified,On Time
80.0,INDIVIDUAL,0,0,0,4,6.29,0,MORTGAGE,60 months,Verified,On Time
49.0,INDIVIDUAL,0,1,0,6,3.43,0,MORTGAGE,36 months,Verified,On Time
55.0,INDIVIDUAL,0,0,0,4,16.2,0,RENT,60 months,Source Verified,On Time
86.5,INDIVIDUAL,0,0,0,8,6.1,1,MORTGAGE,60 months,Source Verified,On Time
84.0,INDIVIDUAL,0,0,0,14,19.66,0,MORTGAGE,60 months,Not Verified,On Time
46.8,INDIVIDUAL,0,0,3,12,18.96,0,OWN,36 months,Source Verified,Risky
65.844,INDIVIDUAL,0,0,1,11,17.77,1,MORTGAGE,36 months,Not Verified,On Time
12.919,INDIVIDUAL,0,1,0,5,19.98,0,RENT,36 months,Not Verified,On Time
72.0,INDIVIDUAL,0,0,3,12,16.45,1,MORTGAGE,36 months,Not Verified,On Time
73.5,INDIVIDUAL,0,1,1,10,10.29,0,RENT,60 months,Verified,On Time
39.0,INDIVIDUAL,0,0,0,8,22.25,0,MORTGAGE,36 months,Verified,On Time
52.0,INDIVIDUAL,0,7,0,16,23.68,0,RENT,36 months,Verified,On Time
62.0,INDIVIDUAL,0,0,0,14,27.18,0,MORTGAGE,36 months,Source Verified,On Time
108.0,INDIVIDUAL,0,0,1,13,19.61,0,MORTGAGE,60 months,Source Verified,On Time
99.0,INDIVIDUAL,0,0,1,15,19.78,0,RENT,36 months,Source Verified,On Time
41.0,INDIVIDUAL,0,0,0,6,19.52,0,MORTGAGE,36 months,Verified,On Time
65.0,INDIVIDUAL,0,0,0,16,18.52,0,MORTGAGE,36 months,Verified,On Time
84.0,INDIVIDUAL,0,0,2,13,28.21,0,MORTGAGE,60 months,Source Verified,On Time
155.0,INDIVIDUAL,0,0,2,10,12.54,0,OWN,60 months,Not Verified,On Time
70.0,INDIVIDUAL,0,1,0,8,24.22,0,RENT,36 months,Source Verified,On Time
33.0,INDIVIDUAL,0,0,0,12,22.8,0,RENT,36 months,Not Verified,On Time
70.0,INDIVIDUAL,0,1,3,3,2.64,0,RENT,36 months,Not Verified,On Time
37.0,INDIVIDUAL,0,0,2,11,18.26,1,RENT,36 months,Verified,On Time
65.35,INDIVIDUAL,0,0,0,13,11.22,0,RENT,36 months,Source Verified,On Time
65.0,INDIVIDUAL,0,0,0,7,13.9,0,MORTGAGE,36 months,Source Verified,On Time
65.0,INDIVIDUAL,0,1,1,21,28.53,0,MORTGAGE,60 months,Verified,Risky
60.0,INDIVIDUAL,0,0,1,14,28.98,1,MORTGAGE,60 months,Source Verified,On Time
110.0,INDIVIDUAL,0,1,0,15,27.63,0,OWN,36 months,Verified,On Time
42.0,INDIVIDUAL,0,4,1,15,19.37,0,MORTGAGE,60 months,Source Verified,Risky
60.0,INDIVIDUAL,0,1,0,12,23.04,0,MORTGAGE,60 months,Source Verified,On Time
95.0,INDIVIDUAL,0,0,1,11,19.72,0,MORTGAGE,36 months,Verified,On Time
81.5,INDIVIDUAL,0,0,0,5,8.14,0,RENT,36 months,Not Verified,On Time
55.0,INDIVIDUAL,0,0,0,15,26.85,1,MORTGAGE,36 months,Source Verified,On Time
41.0,INDIVIDUAL,0,0,1,8,14.02,0,MORTGAGE,36 months,Not Verified,Risky
30.0,INDIVIDUAL,0,0,0,9,11.36,0,RENT,36 months,Not Verified,On Time
74.0,INDIVIDUAL,0,0,1,10,14.48,1,MORTGAGE,60 months,Verified,On Time
35.0,INDIVIDUAL,0,0,1,6,17.08,0,RENT,36 months,Source Verified,On Time
120.0,INDIVIDUAL,0,0,0,11,13.48,0,MORTGAGE,36 months,Not Verified,On Time
35.0,INDIVIDUAL,0,0,2,9,9.22,0,OWN,36 months,Not Verified,On Time
45.0,INDIVIDUAL,0,1,0,8,23.41,1,RENT,36 months,Source Verified,Risky
87.0,INDIVIDUAL,0,0,3,14,18.3,0,MORTGAGE,36 months,Source Verified,On Time
70.0,INDIVIDUAL,0,0,0,21,11.79,0,MORTGAGE,36 months,Verified,On Time
65.0,INDIVIDUAL,0,1,0,6,14.38,0,RENT,60 months,Verified,Risky
110.0,INDIVIDUAL,0,0,2,17,24.84,0,MORTGAGE,36 months,Verified,Risky
76.0,INDIVIDUAL,0,0,0,6,11.51,0,RENT,36 months,Source Verified,On Time
175.0,INDIVIDUAL,0,0,0,15,20.85,0,OWN,36 months,Source Verified,On Time
46.0,INDIVIDUAL,0,0,0,12,26.4,0,RENT,36 months,Verified,On Time
39.996,INDIVIDUAL,0,0,0,5,14.64,0,RENT,60 months,Source Verified,On Time
30.0,INDIVIDUAL,0,0,0,5,21.51,0,RENT,36 months,Not Verified,On Time
30.0,INDIVIDUAL,0,0,0,9,8.49,0,RENT,36 months,Source Verified,On Time
43.0,INDIVIDUAL,0,0,0,12,33.15,0,MORTGAGE,60 months,Verified,On Time
94.0,INDIVIDUAL,0,0,2,13,8.5,0,MORTGAGE,60 months,Verified,On Time
75.0,INDIVIDUAL,0,2,0,8,19.28,0,MORTGAGE,36 months,Verified,On Time
53.0,INDIVIDUAL,0,0,1,9,12.48,0,RENT,60 months,Verified,On Time
80.0,INDIVIDUAL,0,0,1,9,15.06,0,MORTGAGE,60 months,Verified,On Time
55.0,INDIVIDUAL,0,0,1,5,21.23,0,MORTGAGE,60 months,Source Verified,On Time
52.0,INDIVIDUAL,0,0,0,17,31.41,0,OWN,36 months,Verified,On Time
92.0,INDIVIDUAL,0,0,0,12,21.9,0,MORTGAGE,60 months,Not Verified,On Time
70.0,INDIVIDUAL,0,3,0,9,15.99,0,OWN,36 months,Source Verified,On Time
90.0,INDIVIDUAL,0,0,0,10,10.53,0,RENT,36 months,Not Verified,On Time
38.0,INDIVIDUAL,0,0,0,6,7.64,0,RENT,36 months,Source Verified,On Time
80.0,INDIVIDUAL,0,1,0,11,10.14,0,MORTGAGE,36 months,Not Verified,On Time
34.0,INDIVIDUAL,0,0,1,8,11.54,0,MORTGAGE,60 months,Not Verified,On Time
87.0,INDIVIDUAL,0,0,1,18,13.13,0,MORTGAGE,36 months,Source Verified,On Time
44.183,INDIVIDUAL,0,0,2,13,22.87,0,RENT,36 months,Not Verified,Risky
135.0,INDIVIDUAL,0,0,0,10,17.67,1,MORTGAGE,36 months,Source Verified,On Time
45.0,INDIVIDUAL,0,1,0,12,30.67,0,MORTGAGE,60 months,Not Verified,On Time
54.0,INDIVIDUAL,0,0,1,9,13.69,1,MORTGAGE,36 months,Not Verified,On Time
100.0,INDIVIDUAL,0,0,0,13,17.24,0,MORTGAGE,36 months,Not Verified,Risky
99.2,INDIVIDUAL,0,0,1,9,7.02,0,MORTGAGE,36 months,Not Verified,On Time
63.0,INDIVIDUAL,0,4,1,10,11.64,0,MORTGAGE,36 months,Source Verified,On Time
114.0,INDIVIDUAL,0,0,0,8,13.97,0,MORTGAGE,36 months,Verified,On Time
80.237,INDIVIDUAL,0,1,0,15,14.85,0,MORTGAGE,36 months,Not Verified,On Time
54.0,INDIVIDUAL,0,1,0,9,5.42,0,RENT,60 months,Verified,Risky
85.0,INDIVIDUAL,0,0,2,6,10.35,0,RENT,36 months,Source Verified,On Time
56.0,INDIVIDUAL,0,0,0,15,18.35,1,MORTGAGE,60 months,Source Verified,On Time
135.0,INDIVIDUAL,0,1,0,13,14.06,0,MORTGAGE,36 months,Source Verified,On Time
38.0,INDIVIDUAL,0,0,0,11,20.56,0,RENT,60 months,Source Verified,On Time
55.0,INDIVIDUAL,0,0,1,5,6.33,0,MORTGAGE,60 months,Not Verified,On Time
56.0,INDIVIDUAL,0,0,0,9,10.22,0,OWN,36 months,Source Verified,On Time
117.945,INDIVIDUAL,0,0,0,21,18.68,0,MORTGAGE,60 months,Source Verified,On Time
92.75,INDIVIDUAL,0,1,0,8,13.05,0,RENT,36 months,Source Verified,On Time
36.0,INDIVIDUAL,0,0,0,11,30.25,0,RENT,36 months,Source Verified,On Time
80.0,INDIVIDUAL,0,0,0,23,31.72,0,RENT,36 months,Not Verified,On Time
39.0,INDIVIDUAL,1,0,0,16,13.6,0,MORTGAGE,36 months,Not Verified,On Time
56.0,INDIVIDUAL,0,0,0,6,4.37,0,RENT,36 months,Source Verified,On Time
52.0,INDIVIDUAL,0,0,1,11,25.48,0,RENT,60 months,Source Verified,On Time
50.0,INDIVIDUAL,0,0,2,9,35.53,1,RENT,36 months,Source Verified,On Time
275.0,INDIVIDUAL,0,2,0,10,18.55,0,MORTGAGE,36 months,Not Verified,On Time
144.0,INDIVIDUAL,0,0,0,29,13.06,0,MORTGAGE,60 months,Not Verified,On Time
56.5,INDIVIDUAL,0,0,0,10,8.75,0,MORTGAGE,36 months,Not Verified,Risky
40.0,INDIVIDUAL,0,0,0,8,20.19,0,MORTGAGE,60 months,Source Verified,On Time
125.0,INDIVIDUAL,0,0,1,23,19.47,0,OWN,60 months,Verified,On Time
95.0,INDIVIDUAL,0,0,1,20,19.99,0,MORTGAGE,36 months,Source Verified,On Time
97.172,INDIVIDUAL,0,0,1,13,21.61,0,OWN,36 months,Source Verified,On Time
40.0,INDIVIDUAL,0,0,1,16,26.4,0,RENT,36 months,Verified,Risky
125.0,INDIVIDUAL,0,0,0,22,35.47,0,MORTGAGE,60 months,Verified,On Time
56.316,INDIVIDUAL,0,0,0,11,26.15,0,RENT,36 months,Not Verified,On Time
65.0,INDIVIDUAL,0,0,0,7,19.37,1,RENT,60 months,Source Verified,On Time
78.4,INDIVIDUAL,0,0,3,13,24.12,0,OWN,60 months,Source Verified,On Time
34.0,INDIVIDUAL,0,0,0,11,15.85,0,RENT,60 months,Verified,On Time
96.0,INDIVIDUAL,0,0,1,13,21.43,0,OWN,36 months,Not Verified,On Time
90.0,INDIVIDUAL,0,0,0,12,12.19,0,MORTGAGE,36 months,Not Verified,On Time
58.0,INDIVIDUAL,0,0,2,16,16.99,0,MORTGAGE,36 months,Source Verified,Risky
32.0,INDIVIDUAL,1,0,4,17,26.86,0,MORTGAGE,36 months,Not Verified,On Time
100.0,INDIVIDUAL,0,0,1,8,19.03,0,MORTGAGE,36 months,Source Verified,On Time
53.0,INDIVIDUAL,0,1,0,11,19.41,0,RENT,36 months,Verified,On Time
44.0,INDIVIDUAL,0,0,0,11,26.87,0,MORTGAGE,36 months,Not Verified,On Time
50.0,INDIVIDUAL,0,0,0,7,22.76,1,RENT,36 months,Source Verified,Risky
180.0,INDIVIDUAL,0,0,0,21,25.79,0,MORTGAGE,36 months,Verified,On Time
85.0,INDIVIDUAL,0,0,0,9,17.79,1,RENT,36 months,Source Verified,On Time
129.0,INDIVIDUAL,0,0,0,5,10.5,0,MORTGAGE,36 months,Not Verified,On Time
40.0,INDIVIDUAL,0,0,2,10,15.03,0,MORTGAGE,36 months,Source Verified,On Time
60.0,INDIVIDUAL,0,0,1,11,18.62,0,OWN,36 months,Not Verified,On Time
68.0,INDIVIDUAL,0,3,1,12,6.74,0,RENT,60 months,Source Verified,On Time
130.0,INDIVIDUAL,0,0,2,14,24.2,0,MORTGAGE,60 months,Verified,On Time
40.0,INDIVIDUAL,0,0,0,6,8.45,0,OWN,36 months,Not Verified,On Time
77.0,INDIVIDUAL,0,3,1,11,23.72,0,MORTGAGE,60 months,Source Verified,On Time
150.0,INDIVIDUAL,0,0,4,15,14.96,0,OWN,60 months,Verified,On Time
24.0,INDIVIDUAL,0,1,1,15,38.9,0,RENT,36 months,Not Verified,On Time
90.0,INDIVIDUAL,0,0,0,16,25.19,0,OWN,60 months,Source Verified,On Time
34.0,INDIVIDUAL,0,0,0,4,8.33,0,RENT,36 months,Not Verified,On Time
70.0,INDIVIDUAL,0,0,2,10,26.76,0,MORTGAGE,36 months,Verified,On Time
70.0,INDIVIDUAL,0,0,1,8,20.11,0,MORTGAGE,60 months,Verified,On Time
104.0,INDIVIDUAL,0,0,1,9,9.0,0,MORTGAGE,36 months,Verified,On Time
60.0,INDIVIDUAL,0,0,0,8,13.15,0,MORTGAGE,36 months,Not Verified,On Time
12.5,INDIVIDUAL,0,0,0,5,15.85,1,OWN,36 months,Source Verified,On Time
88.953,INDIVIDUAL,0,2,0,7,11.78,0,RENT,60 months,Verified,On Time
48.0,INDIVIDUAL,1,0,0,10,18.28,0,OWN,60 months,Source Verified,Risky
80.0,INDIVIDUAL,0,0,3,8,16.88,0,RENT,36 months,Source Verified,Risky
40.0,INDIVIDUAL,0,0,1,7,4.32,1,RENT,36 months,Not Verified,On Time
40.996,INDIVIDUAL,0,0,0,14,31.21,0,MORTGAGE,60 months,Source Verified,On Time
