annualinc,collections,delinq,inq,openacc,dti,pubrec,individual,mortgage,rent,own,other,term60mths,vstatusverified,vstatusnotverified,lstatus
115.853,0,0,0,8,12.59,0,1,1,0,0,0,1,1,0,0
80.6,0,0,0,8,12.57,0,1,1,0,0,0,1,0,1,0
55.0,0,0,0,11,38.16,0,1,1,0,0,0,0,0,1,0
105.0,0,0,1,17,4.27,0,1,0,0,1,0,0,1,0,0
45.0,0,0,1,7,24.21,0,1,1,0,0,0,0,0,1,1
115.0,0,0,0,9,12.19,0,1,0,1,0,0,0,0,1,0
70.0,0,0,0,15,26.05,0,1,0,1,0,0,0,1,0,0
49.789,1,1,1,16,12.74,1,1,1,0,0,0,0,0,0,0
91.0,0,0,1,11,16.96,0,1,1,0,0,0,0,1,0,0
150.0,0,1,0,11,12.14,0,1,0,1,0,0,1,1,0,0
47.0,0,0,1,17,30.59,0,1,0,1,0,0,0,1,0,0
88.0,0,1,0,15,13.72,0,1,0,1,0,0,1,1,0,0
75.0,0,0,2,18,22.0,0,1,1,0,0,0,0,1,0,0
67.0,0,0,0,9,10.68,0,1,1,0,0,0,0,0,1,0
170.0,0,0,0,8,9.11,0,1,1,0,0,0,0,0,0,0
60.0,0,1,1,11,6.32,1,1,1,0,0,0,1,1,0,0
420.0,0,0,0,5,3.45,0,1,0,1,0,0,0,1,0,0
107.5,0,0,0,11,17.82,0,1,0,1,0,0,1,0,0,0
120.0,0,0,0,9,14.26,1,1,1,0,0,0,0,1,0,0
75.0,0,0,0,16,10.61,0,1,1,0,0,0,1,0,1,0
165.0,0,1,0,6,12.62,0,0,0,1,0,0,1,1,0,0
56.0,0,0,1,21,25.0,0,1,1,0,0,0,1,0,1,0
184.0,0,0,0,13,8.42,0,1,1,0,0,0,0,0,1,0
120.0,0,0,0,7,12.48,0,1,1,0,0,0,0,0,0,0
55.0,0,1,0,15,29.17,0,1,0,1,0,0,0,0,1,0
360.0,0,0,1,6,5.59,0,1,1,0,0,0,1,0,0,0
235.0,0,0,0,12,11.9,0,1,0,1,0,0,1,1,0,0
80.0,0,0,2,9,20.8,0,1,1,0,0,0,0,0,0,0
88.5,0,1,0,6,10.18,0,1,1,0,0,0,1,0,0,1
68.0,0,0,1,13,6.09,1,1,0,1,0,0,0,1,0,0
65.0,0,1,2,9,11.89,0,1,1,0,0,0,1,1,0,0
86.0,0,0,0,12,17.65,1,1,1,0,0,0,0,0,1,0
100.0,0,0,0,12,19.75,0,1,1,0,0,0,1,0,0,0
51.0,0,0,0,5,28.94,0,1,0,0,1,0,0,0,0,0
64.0,0,0,0,10,16.43,0,1,1,0,0,0,0,0,1,0
55.25903,0,0,0,12,14.27,1,1,1,0,0,0,0,0,1,0
56.0,0,0,0,16,25.37,0,1,1,0,0,0,0,0,0,0
84.0,0,0,1,11,13.4,0,1,0,0,1,0,0,0,1,0
65.0,0,0,0,7,21.21,0,1,1,0,0,0,0,0,1,0
59.27,0,0,0,8,19.5,0,1,0,1,0,0,1,1,0,0
36.0,0,0,2,19,32.78,0,1,0,1,0,0,0,0,0,0
50.0,0,0,1,6,27.65,0,1,0,1,0,0,1,1,0,0
163.333,0,0,2,21,23.55,0,1,1,0,0,0,0,0,1,0
31.5,0,0,0,9,14.44,0,1,0,1,0,0,0,0,0,1
75.0,0,0,0,4,7.68,0,1,0,1,0,0,0,1,0,0
67.0,0,2,0,8,10.64,0,1,1,0,0,0,1,1,0,0
110.0,0,0,0,6,15.08,0,1,1,0,0,0,1,0,0,0
89.0,0,1,1,7,5.74,0,1,1,0,0,0,0,0,1,0
35.0,0,0,0,22,8.64,1,1,0,0,1,0,1,1,0,0
64.5,0,0,2,12,15.11,0,1,0,1,0,0,1,0,1,0
90.0,0,0,0,11,14.59,0,1,1,0,0,0,0,0,1,0
95.0,0,0,0,10,3.74,0,1,1,0,0,0,1,1,0,0
75.0,0,0,1,11,8.14,0,1,1,0,0,0,1,1,0,0
185.0,1,1,0,26,15.17,0,1,1,0,0,0,0,0,1,0
55.0,0,0,0,8,20.62,0,1,0,0,1,0,0,1,0,0
50.0,0,0,1,19,23.24,0,1,1,0,0,0,1,1,0,0
45.0,0,0,1,14,26.91,0,1,0,1,0,0,0,0,0,1
71.0,0,3,0,15,31.81,0,1,1,0,0,0,0,0,0,0
55.0,0,0,0,6,19.63,0,1,1,0,0,0,0,0,1,0
27.0,0,0,1,18,28.89,0,1,0,1,0,0,0,0,1,0
40.0,0,0,1,17,24.54,0,1,1,0,0,0,0,1,0,0
40.0,0,0,1,9,32.34,0,1,0,0,1,0,0,0,1,0
125.0,0,0,0,9,6.96,0,1,1,0,0,0,0,0,1,0
70.0,0,0,0,5,13.27,0,1,1,0,0,0,1,0,1,0
105.0,0,0,0,6,8.07,1,1,0,1,0,0,1,1,0,0
54.0,0,0,2,14,21.84,0,1,1,0,0,0,1,0,0,0
48.0,0,1,1,7,22.03,0,1,0,1,0,0,0,0,0,0
42.0,0,0,0,5,4.88,0,1,0,0,1,0,0,0,1,0
80.0,0,0,0,16,29.87,0,1,1,0,0,0,1,0,1,0
50.4,0,0,1,11,15.05,0,1,1,0,0,0,0,0,1,0
50.0,0,1,2,13,8.03,0,1,0,1,0,0,0,0,0,0
40.0,0,0,0,9,18.6,0,1,0,1,0,0,0,0,0,0
67.0,0,0,1,10,17.2,0,1,1,0,0,0,0,0,1,0
100.0,0,0,0,12,17.93,0,1,1,0,0,0,0,0,0,0
50.0,0,0,1,11,14.57,0,1,0,1,0,0,0,0,1,0
65.0,0,0,0,10,12.08,0,1,0,1,0,0,0,1,0,1
41.0,0,0,4,10,19.9,0,1,1,0,0,0,0,0,1,0
40.133,0,0,0,8,15.52,0,1,0,1,0,0,0,0,0,1
62.4,0,0,1,12,17.29,0,1,0,1,0,0,1,0,1,0
52.0,0,2,2,14,26.58,0,1,0,1,0,0,0,0,0,0
81.75,0,0,0,17,20.32,0,1,1,0,0,0,0,0,1,0
57.0,0,1,3,10,23.07,0,1,0,1,0,0,0,0,0,0
45.0,0,0,2,5,15.04,0,1,0,1,0,0,1,0,0,1
47.0,0,0,0,14,20.64,0,1,0,0,1,0,1,1,0,0
56.4,0,0,2,6,28.79,0,1,1,0,0,0,1,1,0,0
65.0,0,0,2,13,23.41,0,1,1,0,0,0,1,0,0,1
77.25,0,0,0,4,4.52,1,1,0,1,0,0,0,0,1,0
20.0,0,0,0,11,21.72,0,1,1,0,0,0,0,0,1,0
162.0,0,0,1,11,11.59,0,1,1,0,0,0,0,1,0,0
82.0,0,1,0,5,13.13,0,1,1,0,0,0,0,0,1,0
50.0,0,0,0,2,0.79,0,1,1,0,0,0,0,0,0,0
106.0,0,0,0,9,12.77,0,1,1,0,0,0,1,1,0,0
69.0,0,1,0,10,19.94,0,1,0,1,0,0,0,0,1,0
34.0,0,1,1,12,27.07,0,1,0,1,0,0,0,0,1,0
168.0,0,0,0,12,22.23,0,1,1,0,0,0,1,0,0,0
40.0,0,0,0,8,3.15,0,1,1,0,0,0,1,0,1,0
60.0,0,0,2,14,14.86,0,1,0,1,0,0,0,1,0,0
400.0,0,0,0,12,6.75,0,1,1,0,0,0,0,1,0,0
50.0,0,0,0,19,26.73,0,1,1,0,0,0,0,0,0,0
95.0,0,0,3,18,25.25,0,1,1,0,0,0,0,0,0,1
30.6,0,0,0,7,21.61,0,1,0,1,0,0,0,0,1,1
45.6,0,0,0,12,25.87,0,1,0,1,0,0,1,0,1,0
51.378,0,0,0,12,24.47,0,1,1,0,0,0,1,1,0,0
33.0,0,0,2,7,17.45,0,1,0,1,0,0,0,0,1,0
32.0,0,0,1,5,21.72,0,1,1,0,0,0,0,0,1,0
160.0,0,1,2,14,17.66,0,1,0,0,1,0,1,1,0,0
36.0,0,0,0,12,8.33,2,1,0,0,1,0,0,1,0,0
47.0,0,0,0,11,17.72,0,1,1,0,0,0,0,0,0,0
125.0,0,0,1,17,13.94,0,1,1,0,0,0,0,0,0,0
86.0,0,0,0,8,17.81,0,1,1,0,0,0,0,0,0,0
88.0,0,0,2,12,31.67,0,1,0,1,0,0,0,0,0,0
36.0,0,14,1,17,27.43,0,1,0,1,0,0,0,0,0,0
16.0,0,0,0,10,32.55,0,1,0,1,0,0,0,0,0,0
47.8,0,0,0,15,10.04,0,1,1,0,0,0,1,0,0,0
40.0,0,0,2,14,24.84,0,1,0,1,0,0,0,1,0,1
128.5,0,1,0,13,18.9,0,1,1,0,0,0,1,1,0,0
55.0,0,0,1,10,14.68,0,1,1,0,0,0,1,1,0,0
69.2349,0,0,0,8,16.36,0,1,0,1,0,0,0,0,1,0
95.0,0,0,0,10,17.85,0,1,0,1,0,0,0,1,0,0
80.367,0,0,0,5,16.25,7,1,1,0,0,0,0,1,0,0
84.0,0,1,0,32,33.26,0,1,1,0,0,0,1,0,0,0
73.0,0,0,1,8,15.45,0,1,1,0,0,0,0,1,0,0
216.0,0,0,1,4,7.84,0,1,0,1,0,0,1,1,0,0
82.0,0,0,0,10,13.11,0,1,1,0,0,0,0,0,1,0
143.0,0,0,1,14,16.2,0,1,1,0,0,0,1,1,0,0
120.0,0,2,0,13,18.81,0,1,0,1,0,0,1,1,0,0
55.0,0,0,0,21,23.17,0,1,1,0,0,0,1,0,0,1
223.0,0,0,5,12,14.65,0,1,1,0,0,0,0,1,0,0
40.0,0,0,0,8,19.59,0,1,0,1,0,0,0,1,0,0
58.479,0,0,1,7,12.54,0,1,0,1,0,0,0,1,0,1
43.5,0,0,1,11,31.12,0,1,1,0,0,0,0,0,0,0
43.0,2,1,0,8,27.13,0,1,0,1,0,0,1,1,0,0
45.0,0,0,1,17,30.83,1,1,0,1,0,0,0,1,0,0
42.0,0,0,0,5,29.89,0,1,1,0,0,0,0,0,0,0
43.0,0,0,0,13,11.61,0,1,0,0,1,0,0,0,0,0
65.0,0,1,1,8,11.47,0,1,1,0,0,0,1,0,1,0
38.0,0,0,2,6,15.38,0,1,1,0,0,0,1,0,0,0
52.0,0,0,0,16,12.79,0,1,0,1,0,0,0,0,1,0
47.0,0,0,0,10,11.76,0,1,1,0,0,0,1,0,0,0
71.0,0,0,0,10,18.88,0,1,1,0,0,0,1,0,0,0
15.0,0,0,0,4,6.56,0,1,0,1,0,0,0,1,0,0
61.0,0,0,1,17,28.59,1,1,1,0,0,0,0,0,0,0
50.0,0,2,0,19,23.62,0,1,0,1,0,0,0,0,1,0
40.0,0,0,0,5,19.05,1,1,0,1,0,0,1,1,0,0
104.0,0,1,1,14,8.75,0,1,0,1,0,0,0,0,0,0
116.0,0,1,2,21,18.31,0,1,0,0,1,0,1,1,0,0
29.0,0,0,1,10,32.73,0,1,0,1,0,0,1,0,0,0
75.0,0,0,3,25,14.71,0,1,1,0,0,0,0,1,0,0
50.4,0,0,3,11,29.02,0,1,1,0,0,0,0,0,0,0
118.0,0,0,1,15,21.05,0,1,1,0,0,0,1,0,0,0
90.0,0,0,1,8,12.87,0,1,1,0,0,0,1,0,0,1
100.0,0,0,3,5,5.47,1,1,1,0,0,0,1,1,0,0
71.0,0,0,1,14,21.19,0,1,1,0,0,0,0,1,0,0
45.0,0,1,0,3,4.93,0,1,0,1,0,0,0,0,1,0
44.0,0,0,0,8,11.54,0,1,1,0,0,0,1,1,0,0
42.0,0,0,0,7,15.89,0,1,0,0,1,0,0,1,0,0
23.004,0,0,0,11,17.74,0,1,0,1,0,0,0,1,0,0
66.0,0,0,0,10,17.64,0,1,0,1,0,0,0,0,1,0
25.0,0,0,1,8,30.44,0,1,0,1,0,0,0,1,0,0
136.0,0,0,0,10,15.45,0,1,1,0,0,0,0,1,0,0
32.0,0,0,0,7,32.56,0,1,0,1,0,0,0,0,1,0
144.0,0,0,3,10,16.51,0,1,1,0,0,0,1,1,0,0
95.0,0,0,0,10,19.5,0,1,0,1,0,0,0,0,1,0
110.0,0,0,1,10,17.74,0,1,1,0,0,0,1,1,0,0
28.8384,0,0,2,12,24.88,0,1,0,1,0,0,0,0,1,1
97.228,0,1,0,10,18.74,0,1,0,1,0,0,0,0,1,0
80.0,0,0,2,7,16.37,0,1,1,0,0,0,1,1,0,0
37.0,0,0,1,17,10.77,0,1,1,0,0,0,0,1,0,0
59.904,0,0,0,9,15.5,0,1,0,1,0,0,0,0,1,0
72.0,0,0,1,6,7.13,0,1,0,1,0,0,0,0,1,0
53.604,0,0,1,6,1.21,0,1,0,0,1,0,1,0,0,0
65.0,0,0,0,9,17.71,0,1,1,0,0,0,1,1,0,0
13.0,0,0,0,9,14.66,0,1,0,0,1,0,0,0,1,0
40.0,0,0,0,6,17.43,0,1,0,1,0,0,0,0,0,0
33.0,0,0,0,17,32.18,0,1,0,1,0,0,1,0,1,0
48.5,0,0,0,16,23.82,0,1,0,1,0,0,1,1,0,0
43.339,0,0,0,9,21.68,0,1,0,1,0,0,1,0,0,0
108.265,0,1,1,10,17.71,0,1,1,0,0,0,0,0,0,0
26.0,0,1,1,7,17.31,0,1,0,1,0,0,0,0,1,0
90.0,0,0,0,12,18.11,0,1,1,0,0,0,1,1,0,0
55.0,0,0,1,10,13.72,0,1,0,1,0,0,1,0,1,0
108.9,0,0,0,22,35.39,0,1,1,0,0,0,0,0,0,0
70.0,0,0,1,19,10.44,0,1,0,0,1,0,0,0,1,0
43.0,0,0,0,5,8.23,0,1,1,0,0,0,0,0,0,0
42.0,0,0,3,19,18.63,0,1,1,0,0,0,0,0,1,0
25.0,0,1,0,8,32.45,0,1,1,0,0,0,0,0,0,0
185.0,0,0,0,16,20.7,0,1,1,0,0,0,1,0,1,0
35.0,0,0,1,11,14.61,0,1,1,0,0,0,0,1,0,1
72.0,0,0,1,8,12.33,0,1,0,1,0,0,0,1,0,0
70.0,0,1,2,9,29.35,1,1,0,1,0,0,0,0,0,0
95.0,0,0,0,14,17.77,0,1,1,0,0,0,1,0,0,0
60.0,0,0,0,4,0.9,0,1,0,1,0,0,0,0,0,0
50.737,0,0,0,8,21.36,0,1,1,0,0,0,0,0,0,0
36.0,1,0,0,13,24.27,0,1,0,0,1,0,0,1,0,0
51.0,0,0,1,6,12.4,0,1,1,0,0,0,0,0,0,0
70.0,0,0,1,13,11.28,0,1,1,0,0,0,1,0,1,1
28.0,0,0,1,5,30.94,0,1,0,1,0,0,1,0,0,1
92.0,0,0,2,3,8.19,0,1,0,1,0,0,0,0,0,0
42.0,0,0,0,15,15.43,0,1,1,0,0,0,0,0,1,0
71.0,0,0,0,8,5.54,0,1,1,0,0,0,0,0,0,0
56.0,0,0,0,11,17.28,0,1,0,1,0,0,0,0,0,1
90.0,0,0,0,14,20.29,2,1,0,1,0,0,0,1,0,0
60.0,0,0,0,13,19.16,0,1,1,0,0,0,0,0,1,0
200.0,0,0,1,13,14.19,0,1,0,1,0,0,0,0,0,0
68.0,0,2,0,5,26.73,0,1,0,0,1,0,0,0,1,0
110.0,0,0,0,21,14.89,0,1,1,0,0,0,0,1,0,0
64.5,0,0,0,14,21.32,0,1,0,0,1,0,1,0,1,0
44.0,0,0,0,4,3.19,0,1,1,0,0,0,0,0,1,0
160.0,0,0,0,17,3.54,0,1,1,0,0,0,1,1,0,0
65.4,0,0,0,6,8.99,0,1,0,1,0,0,0,0,0,0
135.164,0,0,0,15,17.45,0,1,1,0,0,0,0,1,0,0
180.0,2,0,1,8,12.96,0,1,1,0,0,0,1,1,0,0
67.0176,0,0,0,9,23.39,0,1,0,1,0,0,0,0,0,0
50.0,0,0,0,9,20.07,0,1,1,0,0,0,1,1,0,0
70.0,0,0,0,10,23.93,0,1,0,1,0,0,0,0,0,0
57.4,0,0,1,15,32.82,0,1,0,1,0,0,0,0,1,0
49.0,0,0,0,10,23.94,0,1,1,0,0,0,0,1,0,1
165.0,0,1,1,14,27.41,0,1,0,1,0,0,0,0,0,0
90.0,0,1,3,14,7.27,0,1,1,0,0,0,1,0,0,0
68.0,0,0,0,16,13.2,0,1,1,0,0,0,0,0,0,0
31.0,0,0,0,11,1.78,0,1,0,0,1,0,0,0,0,0
30.0,0,0,1,10,16.2,0,1,0,1,0,0,0,0,1,0
47.21904,0,0,0,12,14.26,0,1,1,0,0,0,0,0,1,0
250.0,0,0,1,31,20.44,0,1,1,0,0,0,0,1,0,0
102.0,0,0,0,9,10.27,0,1,1,0,0,0,0,0,0,1
13.421,0,0,1,3,7.15,0,1,0,1,0,0,0,0,1,1
80.0,0,1,1,15,28.81,0,1,0,1,0,0,0,0,0,0
85.0,0,0,0,20,10.89,0,1,0,1,0,0,1,1,0,0
60.0,0,0,0,6,18.74,0,1,0,1,0,0,0,0,1,0
26.55,0,0,0,8,21.75,0,1,1,0,0,0,1,0,0,0
35.0,0,0,0,4,13.79,0,1,0,1,0,0,0,0,1,0
47.138,0,0,0,13,36.74,0,1,0,1,0,0,0,1,0,0
119.0,0,4,1,15,16.29,0,1,1,0,0,0,1,1,0,0
39.4,0,0,0,15,25.98,1,1,0,1,0,0,1,1,0,0
72.0,0,0,1,10,25.88,0,1,0,1,0,0,1,0,1,0
65.0,0,1,0,8,10.84,0,1,1,0,0,0,1,0,0,0
39.0,0,0,1,15,16.58,1,1,0,0,1,0,0,1,0,0
65.0,0,1,0,19,18.89,1,1,1,0,0,0,0,1,0,0
145.0,0,0,0,9,16.14,0,1,1,0,0,0,0,0,1,0
62.0,0,2,0,12,15.53,0,1,0,1,0,0,0,0,1,0
68.0,0,0,0,10,18.95,0,1,1,0,0,0,1,0,0,1
56.0,0,0,3,21,30.92,0,1,1,0,0,0,0,1,0,0
60.0,0,0,0,7,18.62,0,1,1,0,0,0,0,0,1,0
62.0,0,0,0,9,14.56,1,1,1,0,0,0,0,0,0,0
55.5,0,0,3,24,24.86,0,1,0,1,0,0,0,0,1,0
57.31,0,0,0,8,18.7,0,1,1,0,0,0,0,0,1,0
52.0,0,0,1,16,33.37,0,1,0,1,0,0,0,0,0,0
145.0,0,0,0,10,11.0,0,1,1,0,0,0,0,1,0,0
39.52,0,1,1,7,9.23,0,1,1,0,0,0,0,0,0,0
190.0,0,0,2,13,25.42,0,1,0,0,1,0,0,0,0,0
100.0,0,1,1,12,14.42,0,1,1,0,0,0,0,0,0,0
25.0,0,0,0,15,10.32,0,1,0,1,0,0,0,0,0,1
70.0,0,0,1,11,16.81,0,1,0,1,0,0,1,1,0,0
90.0,0,0,0,10,18.69,0,1,1,0,0,0,1,1,0,0
200.0,0,0,3,18,12.86,1,1,0,1,0,0,1,1,0,0
50.0,0,0,0,7,20.52,0,1,1,0,0,0,0,1,0,0
32.0,0,0,2,6,15.19,0,1,0,1,0,0,0,0,0,0
70.0,0,0,2,15,16.83,0,1,0,0,1,0,1,0,0,0
90.0,0,0,4,6,15.0,0,1,0,1,0,0,0,0,1,0
85.0,0,0,0,11,13.65,0,1,1,0,0,0,0,0,1,0
80.0,0,1,3,13,25.32,0,1,0,0,1,0,0,0,1,0
50.004,0,0,2,11,20.76,0,1,0,1,0,0,1,1,0,0
40.0,0,0,0,6,6.6,0,1,0,0,1,0,0,0,1,1
70.0,0,0,1,8,7.96,0,1,1,0,0,0,0,0,0,0
110.0,0,0,1,23,17.72,0,1,1,0,0,0,0,0,0,0
125.0,0,0,0,14,6.83,0,1,1,0,0,0,0,0,1,0
88.202,0,0,1,9,10.25,1,1,0,0,1,0,0,1,0,0
81.0,0,0,0,8,22.39,0,1,0,1,0,0,0,1,0,0
40.0,0,0,3,14,24.33,3,1,1,0,0,0,1,1,0,0
60.0,0,1,1,4,11.84,0,1,1,0,0,0,0,1,0,0
70.0,0,0,0,12,15.62,0,1,1,0,0,0,0,0,1,0
69.775,0,0,0,11,12.75,0,1,0,1,0,0,0,1,0,0
80.0,0,0,0,18,22.32,0,1,0,0,1,0,0,0,1,0
55.0,0,0,1,9,18.31,0,1,0,1,0,0,1,1,0,0
78.0,0,1,1,9,17.6,0,1,1,0,0,0,0,0,0,0
102.0,0,0,1,11,18.92,0,1,1,0,0,0,0,0,0,0
21.0,0,0,0,5,25.22,0,1,0,1,0,0,0,0,0,0
30.996,0,0,3,2,9.76,0,1,0,0,1,0,0,0,1,0
100.0,0,0,0,21,25.34,0,1,0,1,0,0,0,0,1,0
69.0,0,0,0,12,18.97,0,1,0,1,0,0,0,0,1,0
88.8,0,0,0,12,27.65,0,1,0,1,0,0,1,1,0,1
98.0,0,0,0,11,34.34,0,1,1,0,0,0,0,0,0,0
54.0,0,0,0,12,15.73,0,1,0,1,0,0,0,1,0,0
92.0,0,1,0,11,9.37,0,1,1,0,0,0,0,0,0,0
68.0,0,0,0,10,21.74,1,1,0,1,0,0,1,1,0,0
115.0,0,0,0,5,4.66,0,1,0,1,0,0,0,0,1,0
36.0,0,0,0,11,33.63,0,1,1,0,0,0,0,0,0,0
122.0,0,0,1,17,11.02,0,1,0,0,1,0,0,0,1,0
25.0,0,0,1,9,15.75,0,1,0,1,0,0,0,1,0,0
98.0,0,0,0,10,9.81,0,1,1,0,0,0,0,0,1,0
40.0,0,0,0,8,17.28,0,1,1,0,0,0,0,1,0,0
225.0,0,0,0,26,19.87,0,1,1,0,0,0,0,0,0,0
85.0,1,2,3,21,7.68,0,1,0,1,0,0,0,1,0,0
84.2,0,0,0,8,3.81,0,1,1,0,0,0,0,0,0,0
51.336,0,0,1,8,15.94,0,1,0,1,0,0,1,1,0,0
55.0,0,3,1,11,38.12,0,1,0,0,1,0,0,0,0,0
65.0,0,0,0,8,20.66,0,1,0,1,0,0,1,1,0,0
54.0,0,0,0,8,28.96,0,1,0,0,1,0,0,0,1,0
100.0,0,0,1,9,10.32,0,1,1,0,0,0,1,0,0,0
110.0,0,0,3,25,24.89,1,1,0,1,0,0,1,0,0,0
60.0,0,0,1,9,6.0,2,1,1,0,0,0,0,0,0,0
52.0,0,0,1,13,20.54,0,1,0,1,0,0,1,0,0,0
153.0,0,0,1,7,7.55,0,1,1,0,0,0,0,1,0,0
124.0,0,0,0,19,23.26,0,1,1,0,0,0,0,1,0,0
42.0,0,1,0,7,16.23,0,1,0,1,0,0,0,1,0,0
80.0,0,4,0,18,16.63,0,1,1,0,0,0,0,1,0,0
90.0,0,0,0,6,14.42,0,1,0,1,0,0,0,0,1,0
60.0,0,0,1,19,25.24,0,1,0,1,0,0,0,0,1,0
55.0,0,0,0,16,15.64,0,1,0,0,1,0,0,0,1,0
82.0,0,0,1,5,15.68,0,1,0,1,0,0,0,0,1,0
60.0,0,0,1,14,18.44,0,1,0,1,0,0,0,0,1,0
45.26723,0,0,0,16,38.28,0,1,1,0,0,0,0,1,0,0
80.0,0,0,1,9,12.57,0,1,1,0,0,0,1,0,1,0
66.875,0,0,1,11,19.46,1,1,0,1,0,0,1,1,0,0
25.632,0,1,0,6,12.13,0,1,0,1,0,0,0,0,1,0
55.0,0,0,2,13,24.55,2,1,0,0,1,0,0,1,0,0
95.0,0,0,1,8,9.1,0,1,1,0,0,0,1,0,1,0
60.0,0,0,0,9,8.39,0,1,0,1,0,0,0,0,0,1
46.5,0,0,0,6,8.85,0,1,0,1,0,0,0,0,0,1
60.0,0,0,0,6,8.39,0,1,1,0,0,0,0,1,0,1
43.68,0,0,1,8,17.55,0,1,0,1,0,0,1,0,0,0
55.0,0,0,1,12,21.03,0,1,1,0,0,0,1,0,0,0
52.0,0,1,0,12,21.95,0,1,1,0,0,0,0,1,0,0
65.0,0,0,2,12,24.41,0,1,1,0,0,0,1,1,0,0
55.0,0,0,0,16,27.84,0,1,1,0,0,0,0,0,1,0
36.0,0,0,0,10,23.67,0,1,0,1,0,0,0,0,1,0
105.0,0,0,0,7,8.53,0,1,1,0,0,0,1,1,0,0
90.0,0,1,0,13,19.76,0,1,0,1,0,0,0,1,0,0
43.0,0,0,0,10,29.61,0,1,0,0,1,0,1,0,0,0
58.0,0,0,0,15,27.21,0,1,0,1,0,0,1,0,0,0
85.723,0,0,0,11,16.74,0,1,1,0,0,0,1,1,0,0
35.0,0,0,0,8,23.21,0,1,1,0,0,0,0,0,1,0
90.0,0,0,0,10,21.65,0,1,1,0,0,0,0,0,1,0
105.0,0,0,1,6,11.9,0,1,1,0,0,0,0,0,1,0
30.0,0,0,0,3,15.09,0,1,0,1,0,0,0,1,0,0
96.0,0,2,1,12,27.79,0,1,1,0,0,0,0,1,0,0
109.0,0,0,0,19,20.58,0,1,1,0,0,0,0,1,0,0
31.0,0,0,3,11,15.83,0,1,0,0,1,0,0,0,1,0
78.0,0,0,0,21,26.09,0,1,1,0,0,0,0,0,1,0
90.0,3,5,0,12,3.23,2,1,0,1,0,0,0,1,0,0
28.0,0,0,0,3,5.62,1,1,0,0,1,0,0,0,1,0
38.598,0,0,1,6,16.14,0,1,0,1,0,0,1,0,0,0
38.415,0,1,0,12,34.59,0,1,1,0,0,0,1,0,1,0
100.0,0,1,2,12,8.27,0,1,1,0,0,0,0,0,0,0
49.6,0,0,0,9,23.98,0,1,0,1,0,0,0,0,1,0
125.0,0,0,0,13,18.94,0,1,1,0,0,0,0,0,0,0
35.0,0,2,2,8,25.21,0,1,0,1,0,0,0,1,0,0
106.0,0,0,0,16,21.7,0,1,1,0,0,0,0,1,0,0
53.0,0,0,0,9,1.91,0,1,0,1,0,0,0,1,0,0
56.524,0,0,1,12,24.1,0,1,0,1,0,0,0,0,0,0
90.0,0,0,0,3,0.33,1,1,0,1,0,0,0,0,0,0
38.5,0,0,0,11,30.27,0,1,0,1,0,0,0,1,0,0
67.3,0,0,2,10,19.04,0,1,1,0,0,0,0,0,1,0
54.0,0,0,0,10,12.61,1,1,0,0,1,0,0,0,1,0
94.0,0,0,1,9,9.65,1,1,0,1,0,0,0,1,0,0
65.0,0,0,1,12,26.97,0,1,0,1,0,0,0,0,0,0
86.0,0,1,1,15,18.57,0,1,1,0,0,0,0,0,0,0
26.0,0,0,0,8,23.78,0,1,0,0,1,0,0,0,1,0
135.0,0,0,1,4,9.25,0,1,0,1,0,0,0,0,0,0
70.0,0,0,1,8,36.77,0,1,0,1,0,0,1,1,0,1
80.0,0,0,2,22,8.84,0,1,1,0,0,0,0,0,0,0
90.0,0,1,1,8,12.64,0,1,1,0,0,0,0,0,0,0
40.0,0,0,0,18,20.24,0,1,1,0,0,0,1,0,1,0
35.0,0,0,2,7,10.25,1,1,1,0,0,0,0,1,0,0
33.0,0,0,0,9,15.6,1,1,0,1,0,0,0,0,0,0
100.0,0,0,0,18,19.5,0,1,1,0,0,0,1,1,0,0
103.0,0,1,0,12,8.44,0,1,1,0,0,0,0,0,1,0
110.0,0,0,0,17,29.81,0,1,0,1,0,0,1,0,0,1
98.0,0,0,0,15,13.31,0,1,0,1,0,0,0,0,1,0
130.0,0,0,1,12,9.94,1,1,1,0,0,0,0,0,1,0
30.0,0,0,0,5,9.8,0,1,0,1,0,0,0,1,0,0
53.0,0,0,0,4,13.63,0,1,1,0,0,0,1,1,0,0
56.0,0,0,0,19,20.6,0,1,1,0,0,0,1,1,0,0
67.579,0,0,1,4,12.9,0,1,1,0,0,0,0,0,1,0
60.0,0,0,2,13,21.18,1,1,1,0,0,0,0,0,1,0
60.0,0,0,2,15,16.46,0,1,0,1,0,0,0,0,1,0
67.0,0,0,0,11,5.75,0,1,1,0,0,0,0,1,0,0
67.0,0,0,0,14,17.73,0,1,0,0,1,0,0,1,0,0
61.4,0,0,1,8,16.97,0,1,0,1,0,0,0,1,0,0
140.0,0,0,0,7,11.4,0,1,1,0,0,0,0,0,1,0
38.4,0,0,0,4,23.03,0,1,0,1,0,0,1,1,0,0
80.0,0,0,1,12,19.17,0,1,0,1,0,0,0,0,0,1
65.0,0,3,0,8,14.9,0,1,1,0,0,0,1,1,0,0
32.0,0,0,0,11,25.45,0,1,1,0,0,0,0,0,0,0
77.0,0,1,0,10,27.2,0,1,1,0,0,0,0,0,1,0
104.0,0,0,0,14,13.36,0,1,1,0,0,0,0,0,1,0
