annualinc,collections,delinq,inq,openacc,dti,pubrec,individual,mortgage,rent,own,other,term60mths,vstatusverified,vstatusnotverified,lstatus
80.0,0,2,0,18,36.74,0,1,1,0,0,0,1,1,0,0
69.0,0,0,2,13,14.47,1,1,0,1,0,0,0,1,0,0
30.0,0,0,0,7,27.64,0,1,0,1,0,0,0,1,0,0
80.0,0,1,0,14,17.55,0,1,1,0,0,0,0,1,0,0
65.54,0,0,2,11,9.56,1,1,1,0,0,0,0,1,0,0
40.0,0,0,1,7,7.83,0,1,0,0,1,0,0,1,0,0
90.0,0,2,1,6,6.2,0,1,0,1,0,0,1,1,0,0
110.0,0,1,0,4,6.41,0,1,0,0,1,0,0,1,0,0
107.0,0,0,0,16,27.69,0,1,1,0,0,0,1,1,0,0
125.0,0,0,4,18,18.73,2,1,1,0,0,0,0,0,0,0
90.0,0,0,1,10,7.65,1,1,0,1,0,0,0,1,0,0
115.0,0,0,1,10,23.19,0,1,1,0,0,0,1,0,0,0
89.0,0,1,1,21,25.44,0,1,0,0,1,0,0,1,0,0
51.0,0,1,2,9,26.89,0,1,1,0,0,0,0,0,1,0
126.0,0,0,1,12,21.0,0,1,0,1,0,0,1,1,0,1
80.0,0,0,0,6,21.98,0,1,0,1,0,0,1,1,0,0
142.0,0,0,1,13,8.75,0,1,1,0,0,0,1,1,0,0
45.0,0,0,0,9,24.59,1,1,1,0,0,0,0,0,1,0
57.968,0,2,0,6,9.44,0,1,1,0,0,0,0,0,1,0
40.0,0,4,0,6,7.62,1,1,0,1,0,0,0,0,1,0
120.0,0,0,1,18,24.62,0,1,0,1,0,0,1,0,0,0
60.0,0,0,0,14,26.06,0,1,1,0,0,0,1,1,0,0
48.0,0,1,3,10,30.98,0,1,1,0,0,0,0,0,0,0
60.0,0,0,1,25,10.57,0,1,1,0,0,0,0,0,0,0
89.0,0,3,0,11,11.58,0,1,0,1,0,0,0,0,1,0
162.5,0,0,0,6,6.65,0,1,1,0,0,0,1,0,1,0
48.0,0,0,0,8,18.45,0,1,0,1,0,0,0,1,0,0
90.0,0,1,0,11,9.84,0,1,1,0,0,0,0,0,1,1
35.0,0,0,0,16,20.68,0,1,0,1,0,0,0,0,1,0
65.0,0,0,0,6,11.63,0,1,0,0,1,0,1,1,0,0
20.0,0,0,0,8,18.23,0,1,1,0,0,0,0,0,0,0
30.0,0,0,3,4,24.04,0,1,1,0,0,0,0,0,0,0
95.0,0,1,0,13,13.17,0,1,1,0,0,0,0,1,0,0
40.0,0,0,0,11,24.6,0,1,0,1,0,0,0,0,0,0
56.0,0,1,0,9,9.97,0,1,0,0,1,0,0,1,0,0
51.6,0,0,1,16,20.93,0,1,1,0,0,0,1,0,0,1
77.0,0,0,1,14,26.96,0,1,1,0,0,0,0,0,1,0
60.0,0,0,1,16,28.21,0,1,1,0,0,0,0,0,0,0
68.0,0,0,1,8,11.6,0,1,0,1,0,0,1,1,0,0
45.0,0,0,0,7,16.87,0,1,0,1,0,0,0,0,1,0
82.944,0,0,0,3,1.06,0,1,0,1,0,0,1,0,0,1
33.0,0,0,0,13,39.5,0,1,0,1,0,0,0,0,0,0
86.0,0,0,3,6,12.02,0,1,1,0,0,0,0,0,1,0
34.0,0,0,3,16,32.86,0,1,0,0,1,0,0,1,0,0
85.0,0,1,1,12,19.06,0,1,1,0,0,0,1,0,0,0
75.0,0,0,0,14,16.83,1,1,0,1,0,0,0,0,1,0
93.0,0,0,0,20,27.68,0,1,1,0,0,0,1,0,0,1
62.4,0,0,3,9,11.09,0,1,1,0,0,0,1,1,0,0
84.5,0,0,0,9,16.64,0,1,0,1,0,0,1,1,0,0
75.0,0,0,0,12,20.4,0,1,0,0,1,0,0,0,1,0
123.0,0,0,0,10,16.28,0,1,1,0,0,0,0,1,0,0
31.0,0,0,2,3,3.37,10,1,0,1,0,0,0,1,0,0
42.0,0,0,0,10,30.49,0,1,0,1,0,0,0,0,0,0
55.0,0,0,1,8,16.43,0,1,0,1,0,0,1,1,0,0
135.0,0,0,0,11,6.6,0,1,0,0,1,0,0,0,1,0
40.0,0,0,0,9,34.29,0,1,1,0,0,0,1,0,1,0
230.0,0,0,0,8,6.73,0,1,1,0,0,0,0,1,0,0
124.0,0,1,0,11,10.99,0,1,1,0,0,0,1,1,0,0
40.0,0,0,1,7,13.89,0,1,1,0,0,0,0,0,1,0
40.0,0,0,0,11,28.83,0,1,0,1,0,0,0,1,0,0
180.0,0,0,1,32,19.13,0,1,1,0,0,0,0,1,0,0
43.824,0,0,2,9,11.14,0,1,1,0,0,0,1,0,0,0
50.0,0,0,1,12,25.0,0,1,0,0,1,0,0,0,1,0
525.0,0,0,0,22,12.58,0,1,1,0,0,0,0,1,0,0
54.0,0,1,1,9,20.98,0,1,1,0,0,0,0,0,1,0
100.0,0,0,0,10,26.4,0,1,0,1,0,0,0,1,0,0
70.0,0,0,1,9,18.34,0,1,0,1,0,0,0,1,0,0
45.0,0,1,0,7,27.12,1,1,1,0,0,0,0,0,0,0
120.0,0,0,2,13,4.77,0,1,1,0,0,0,1,0,0,0
68.0,0,1,0,11,12.69,1,1,0,0,1,0,0,1,0,1
115.0,0,0,0,23,31.48,0,1,1,0,0,0,1,1,0,0
20.0,0,0,0,5,7.5,0,1,0,1,0,0,0,1,0,0
210.0,0,0,2,15,13.14,0,1,1,0,0,0,0,0,0,0
143.0,0,0,0,18,11.28,1,1,0,0,1,0,1,1,0,0
175.0,0,0,0,28,26.99,0,1,0,1,0,0,0,0,1,0
65.0,0,0,0,17,30.63,0,1,0,0,1,0,0,1,0,0
51.0,0,0,1,7,9.22,2,1,0,1,0,0,0,0,0,0
90.0,0,0,0,13,34.99,0,1,1,0,0,0,1,0,0,0
65.0,0,0,0,12,20.99,0,1,1,0,0,0,0,0,0,0
76.0,0,0,2,7,20.78,0,1,1,0,0,0,0,1,0,0
36.5,0,0,2,7,25.49,0,1,0,1,0,0,0,0,1,0
55.0,0,0,2,23,31.51,0,1,1,0,0,0,1,0,1,0
100.904,0,0,1,10,19.88,0,1,1,0,0,0,1,0,0,0
30.0,0,0,0,7,21.4,0,1,0,1,0,0,0,0,1,0
90.0,0,0,1,10,10.33,0,1,1,0,0,0,0,1,0,0
94.0,0,1,0,12,4.63,0,1,1,0,0,0,0,0,1,0
80.0,0,0,0,13,31.4,0,1,0,1,0,0,0,1,0,0
55.0,0,0,0,5,1.29,0,1,0,0,1,0,0,1,0,0
32.0,0,0,1,6,15.75,0,1,1,0,0,0,0,0,1,0
70.0,0,0,0,11,10.32,0,1,1,0,0,0,0,0,1,0
89.0,0,1,0,7,16.22,0,1,0,0,1,0,0,0,1,0
54.6,0,0,0,10,10.35,0,1,1,0,0,0,0,1,0,0
70.0,0,0,3,13,19.0,0,1,1,0,0,0,1,0,0,0
78.0,0,0,0,13,26.09,0,1,0,1,0,0,1,1,0,0
75.0,0,1,1,9,18.06,0,1,1,0,0,0,0,1,0,0
120.0,0,0,0,12,11.41,0,1,1,0,0,0,1,1,0,0
68.917,0,1,1,23,20.77,0,1,1,0,0,0,0,0,0,0
120.0,0,0,4,9,10.51,0,1,1,0,0,0,0,1,0,0
68.0,0,0,0,10,8.15,0,1,1,0,0,0,0,0,1,0
82.0,0,0,0,13,28.57,0,1,0,0,1,0,0,1,0,0
82.0,0,0,0,32,31.06,0,1,1,0,0,0,1,0,0,0
34.0,0,1,1,6,15.99,0,1,0,1,0,0,0,0,1,0
137.0,0,0,1,20,17.59,0,1,0,1,0,0,1,0,0,0
116.0,0,0,0,12,13.39,0,1,1,0,0,0,1,1,0,0
80.0,0,0,0,20,8.37,0,1,0,1,0,0,0,1,0,0
60.0,0,0,1,6,13.32,1,1,0,0,1,0,0,1,0,0
45.0,0,0,0,8,19.63,0,1,0,1,0,0,0,0,1,0
79.0,0,0,0,11,14.85,0,1,0,1,0,0,0,0,1,0
98.0,0,0,1,9,12.19,0,1,0,0,1,0,0,0,1,0
32.73657,0,0,1,8,7.66,1,1,0,1,0,0,0,0,0,0
53.0,0,0,2,3,2.31,0,1,0,1,0,0,0,0,1,0
80.0,0,1,1,9,18.99,0,1,0,1,0,0,0,0,0,0
53.5,0,0,2,7,17.41,0,1,0,1,0,0,0,1,0,0
70.0,0,0,1,10,13.85,1,1,0,1,0,0,1,1,0,0
64.0,0,0,2,5,17.94,0,1,0,1,0,0,0,1,0,0
250.0,0,0,0,18,25.41,0,1,1,0,0,0,0,1,0,0
48.0,0,0,0,16,21.2,0,1,0,1,0,0,0,0,1,0
105.0,0,2,2,12,11.39,0,1,0,1,0,0,0,0,0,0
145.0,0,0,0,10,5.76,0,1,0,1,0,0,0,0,1,0
45.0,0,0,0,4,1.97,1,1,1,0,0,0,0,0,1,0
27.84,0,0,0,7,12.54,0,1,0,1,0,0,0,0,1,0
57.0,0,0,0,12,26.0,0,1,1,0,0,0,0,1,0,0
36.0,0,0,0,3,18.23,1,1,0,1,0,0,0,1,0,0
52.7,0,2,3,12,14.83,1,1,1,0,0,0,0,1,0,0
60.0,0,1,0,13,14.9,0,1,1,0,0,0,0,1,0,1
54.0,0,0,0,11,13.91,0,1,1,0,0,0,0,1,0,0
72.0,0,0,5,6,3.47,0,1,0,0,1,0,1,0,0,1
47.3,0,0,0,10,4.82,0,1,1,0,0,0,0,1,0,0
68.0,0,1,0,13,7.17,1,1,1,0,0,0,0,0,0,0
47.0,0,0,0,7,22.4,0,1,1,0,0,0,0,0,1,0
55.0,0,1,2,9,11.11,0,1,1,0,0,0,0,0,1,0
9.6,0,1,0,4,9.75,0,1,0,1,0,0,0,0,0,1
60.0,0,1,0,17,33.54,0,1,0,1,0,0,0,0,0,0
30.0,0,0,1,4,11.0,0,1,0,1,0,0,0,1,0,0
240.0,1,4,0,28,8.39,0,1,1,0,0,0,0,0,0,0
69.145,0,0,0,16,10.26,0,1,1,0,0,0,1,1,0,0
48.0,0,0,0,20,25.48,0,1,0,1,0,0,1,0,0,0
65.0,0,0,0,15,26.79,0,1,0,1,0,0,0,0,0,0
50.0,0,0,0,21,18.07,1,1,0,1,0,0,0,1,0,0
82.728,0,0,1,8,11.72,0,1,1,0,0,0,1,1,0,0
36.0,0,0,0,12,11.43,0,1,1,0,0,0,0,1,0,0
57.0,0,0,2,14,12.47,0,1,1,0,0,0,0,0,1,0
60.0,0,1,1,20,19.18,0,1,1,0,0,0,0,0,1,0
96.0,0,1,0,16,12.3,0,1,1,0,0,0,0,1,0,0
50.0,0,0,0,10,21.63,0,1,1,0,0,0,1,0,0,0
24.0,0,1,0,12,23.25,0,1,1,0,0,0,0,0,0,0
53.0,1,1,0,13,17.98,1,1,0,1,0,0,0,1,0,0
75.0,0,0,1,8,8.26,1,1,0,1,0,0,0,1,0,0
75.0,0,1,0,5,15.64,0,1,1,0,0,0,1,1,0,0
115.0,0,0,3,8,6.83,0,1,0,1,0,0,0,0,1,0
53.0,0,0,1,11,20.11,0,1,0,1,0,0,1,0,0,0
28.0,0,0,1,14,12.13,0,1,1,0,0,0,0,0,1,0
155.0,0,0,0,19,25.61,0,1,1,0,0,0,1,0,0,0
24.0,0,0,2,3,26.2,0,1,0,1,0,0,0,0,0,0
40.0,0,0,0,15,38.61,0,1,0,1,0,0,0,0,0,0
130.0,0,0,2,9,7.8,1,1,0,0,1,0,0,0,0,1
56.9,0,0,0,12,15.88,0,1,0,0,1,0,1,0,0,0
92.0,0,1,0,9,29.11,0,1,1,0,0,0,1,0,1,0
57.0,0,0,0,11,27.16,1,1,0,1,0,0,0,0,0,0
60.0,0,3,0,12,10.9,0,1,0,1,0,0,0,0,1,0
50.0,0,0,0,20,15.82,0,1,1,0,0,0,0,0,1,0
72.0,0,0,0,15,13.53,0,1,1,0,0,0,0,0,0,0
72.0,0,0,0,5,15.38,0,1,1,0,0,0,0,0,0,0
39.52,0,0,1,6,4.04,0,1,1,0,0,0,0,1,0,0
70.34,0,0,0,14,21.57,0,1,1,0,0,0,1,1,0,1
215.0,0,0,0,8,5.83,0,1,0,1,0,0,0,1,0,0
67.0,0,0,1,6,20.09,0,1,0,1,0,0,1,1,0,1
70.0,0,0,0,5,10.46,0,1,0,1,0,0,0,1,0,0
60.0,0,0,0,14,14.68,0,1,1,0,0,0,0,0,1,0
135.0,0,0,1,20,28.26,0,1,0,1,0,0,1,1,0,0
65.0,0,0,0,12,20.77,0,1,1,0,0,0,0,0,0,0
80.0,0,3,1,10,14.46,0,1,0,0,1,0,0,1,0,0
30.0,0,1,0,8,14.48,0,1,1,0,0,0,0,0,1,0
80.0,0,0,0,12,27.48,0,1,0,0,1,0,1,0,1,0
52.5,0,0,2,5,12.02,0,1,1,0,0,0,0,0,1,1
75.0,0,1,0,14,34.64,0,1,0,1,0,0,0,1,0,0
77.792,0,0,0,10,26.18,0,1,0,1,0,0,0,0,1,0
31.0,0,0,1,8,24.47,0,1,0,1,0,0,0,0,1,0
120.0,0,0,1,15,18.54,0,1,1,0,0,0,0,0,1,0
27.0,0,0,2,14,15.51,0,1,0,1,0,0,0,0,0,1
42.5,0,0,0,16,29.48,0,1,0,1,0,0,1,0,0,0
95.0,0,2,0,12,5.1,0,1,0,1,0,0,0,1,0,0
99.97,0,0,0,9,9.17,1,1,0,1,0,0,1,1,0,0
100.0,1,2,0,11,13.45,0,1,1,0,0,0,0,0,0,0
82.0,0,0,0,5,27.98,0,1,0,0,1,0,1,0,0,1
31.0,0,0,0,9,6.5,0,1,1,0,0,0,1,1,0,0
43.0,0,0,0,18,27.88,0,1,0,0,1,0,0,0,1,0
100.0,0,0,2,12,10.82,0,1,1,0,0,0,1,0,0,0
36.0,0,1,1,5,2.3,0,1,0,1,0,0,0,0,1,0
73.0,0,0,2,17,18.51,1,1,0,1,0,0,0,0,0,1
72.0,0,0,1,8,31.23,0,1,0,1,0,0,0,0,0,0
62.0,0,0,2,8,20.4,0,1,1,0,0,0,0,0,1,0
65.0,0,0,1,7,19.85,0,1,0,1,0,0,0,1,0,0
143.0,0,0,1,11,13.93,0,1,0,1,0,0,0,1,0,0
52.0,0,0,0,12,26.61,0,1,1,0,0,0,0,1,0,0
110.0,0,0,0,8,11.73,0,1,0,1,0,0,0,1,0,0
105.0,0,0,0,21,18.53,0,1,0,1,0,0,0,1,0,0
35.0,0,0,2,18,19.41,0,1,0,1,0,0,0,1,0,0
88.0,0,1,1,10,17.78,0,1,1,0,0,0,0,0,1,1
50.97068,0,3,0,10,18.16,0,1,1,0,0,0,0,1,0,0
60.0,0,0,0,11,13.4,0,1,0,0,1,0,1,1,0,0
88.5,0,0,0,15,31.3,0,1,1,0,0,0,1,0,1,0
40.0,0,0,0,12,6.93,0,1,1,0,0,0,0,0,1,0
100.0,0,0,1,11,6.85,1,1,1,0,0,0,0,0,1,0
250.0,0,0,0,12,15.41,6,1,1,0,0,0,0,1,0,0
140.0,0,1,3,15,15.8,0,1,1,0,0,0,1,1,0,0
66.0,0,0,0,9,5.24,1,1,0,1,0,0,0,0,0,0
88.0,0,0,2,14,17.63,0,1,1,0,0,0,0,1,0,0
33.0,0,0,0,4,12.55,0,1,0,1,0,0,0,0,1,0
65.0,0,0,0,10,24.22,0,1,0,1,0,0,0,0,1,0
60.0,0,0,0,6,19.44,0,1,0,1,0,0,0,1,0,0
46.0,0,0,0,5,8.39,0,1,1,0,0,0,0,0,1,0
52.0,0,2,0,28,23.37,0,1,1,0,0,0,1,0,0,0
38.4,0,2,1,12,39.28,0,1,0,1,0,0,0,1,0,0
36.0,0,1,0,8,24.53,0,1,0,1,0,0,0,0,1,1
104.016,0,0,2,14,14.2,0,1,1,0,0,0,0,0,0,0
95.3,0,0,0,27,15.3,0,1,0,1,0,0,0,1,0,0
20.0,0,0,1,8,15.96,0,1,0,1,0,0,0,0,1,0
55.0,0,0,0,6,17.67,0,1,0,1,0,0,0,0,1,0
80.0,0,0,1,12,13.39,0,1,1,0,0,0,1,1,0,0
140.0,0,1,1,13,14.2,0,1,0,1,0,0,0,0,0,0
84.72,0,0,1,16,16.42,0,1,0,1,0,0,0,0,1,0
135.0,0,0,1,10,9.23,0,1,0,1,0,0,0,0,0,0
110.0,0,1,1,17,13.31,0,1,1,0,0,0,1,1,0,0
27.0,0,1,0,2,3.6,0,1,0,1,0,0,0,0,0,0
78.0,0,0,0,20,20.6,2,1,1,0,0,0,0,0,0,0
120.0,0,0,0,13,4.12,0,1,0,1,0,0,0,0,1,0
38.0,0,0,2,9,15.29,0,1,1,0,0,0,0,0,1,0
54.0,0,1,0,7,11.29,0,1,0,0,1,0,1,1,0,0
60.0,0,0,1,20,18.87,0,1,1,0,0,0,0,0,1,0
40.5,0,1,0,10,30.87,0,1,1,0,0,0,1,0,1,0
81.6,0,1,1,7,14.74,0,1,0,1,0,0,0,1,0,0
140.0,0,0,0,13,7.03,0,1,1,0,0,0,0,0,1,0
100.0,0,0,0,10,9.67,0,1,1,0,0,0,0,1,0,0
82.0,0,0,0,11,24.12,0,1,1,0,0,0,1,1,0,0
40.0,0,0,0,7,13.44,0,1,0,1,0,0,0,0,1,0
35.0,0,0,0,8,18.31,1,1,0,0,1,0,0,1,0,1
70.0,0,0,0,15,17.44,1,1,1,0,0,0,1,1,0,0
28.8,0,0,2,14,19.83,0,1,0,1,0,0,0,1,0,0
140.0,0,1,1,13,13.33,1,1,1,0,0,0,0,0,0,0
65.0,0,0,0,17,38.63,0,1,1,0,0,0,1,1,0,0
64.0,0,0,4,29,20.05,0,1,1,0,0,0,0,1,0,0
50.0,0,0,0,15,19.54,0,1,0,1,0,0,0,1,0,0
55.0,0,0,0,4,11.8,0,1,0,1,0,0,0,1,0,0
75.0,0,2,0,12,10.32,0,1,0,1,0,0,1,0,0,0
90.0,0,0,0,15,7.48,0,1,0,1,0,0,1,1,0,0
72.0,0,0,0,6,17.87,0,1,0,1,0,0,0,0,1,0
79.313,0,0,0,4,5.52,0,1,0,1,0,0,0,1,0,0
55.0,0,0,0,6,36.29,0,1,1,0,0,0,1,1,0,0
68.0,0,3,0,16,20.24,0,1,1,0,0,0,0,1,0,0
250.0,0,0,0,12,4.11,0,1,1,0,0,0,0,0,0,0
97.135,0,0,1,17,21.73,0,1,1,0,0,0,0,0,0,0
60.0,0,0,0,8,15.74,0,1,1,0,0,0,1,0,0,0
35.0,0,2,0,18,18.34,0,1,0,1,0,0,0,1,0,1
35.0,0,0,0,6,32.2,0,1,1,0,0,0,1,0,1,0
79.01,0,0,1,16,8.79,0,1,0,1,0,0,1,1,0,0
69.6,0,0,2,6,13.1,0,1,1,0,0,0,0,0,1,0
72.0,0,0,0,7,33.43,0,1,0,1,0,0,0,1,0,0
125.0,0,0,0,15,23.98,0,1,1,0,0,0,1,1,0,0
45.0,0,0,0,4,11.04,0,1,1,0,0,0,0,0,1,0
52.0,0,0,1,18,34.92,0,1,1,0,0,0,1,1,0,0
65.0,0,1,1,22,29.04,0,1,0,1,0,0,0,0,1,1
65.0,0,0,0,9,13.05,0,1,0,1,0,0,0,0,0,0
196.0,0,0,0,10,10.78,0,1,1,0,0,0,0,1,0,0
34.0,0,0,1,13,36.94,0,1,0,1,0,0,0,0,0,0
45.78,0,1,1,6,16.25,0,1,0,1,0,0,0,1,0,0
45.0,0,2,0,8,18.19,0,1,1,0,0,0,0,1,0,0
45.0,0,1,1,8,12.72,0,1,1,0,0,0,1,1,0,0
60.0,0,0,0,9,26.12,0,1,0,1,0,0,0,1,0,0
32.0,0,0,1,3,9.49,0,1,0,1,0,0,0,0,1,0
35.0,0,0,0,15,13.99,0,1,1,0,0,0,1,1,0,0
38.4,0,3,1,6,19.88,1,1,0,0,1,0,0,1,0,0
50.0,0,0,0,4,16.49,1,1,0,1,0,0,0,1,0,0
135.0,0,0,0,14,14.92,1,1,0,1,0,0,0,1,0,0
85.0,0,0,0,13,29.08,0,1,1,0,0,0,1,0,1,0
51.0,0,0,1,11,21.11,0,1,1,0,0,0,0,1,0,0
38.0,0,0,0,11,10.42,0,1,0,1,0,0,0,0,1,0
200.0,0,3,1,21,12.85,0,1,0,1,0,0,0,0,0,0
90.0,0,0,0,8,3.59,0,1,1,0,0,0,0,1,0,0
67.0,0,0,0,6,8.94,1,1,0,1,0,0,1,1,0,0
66.0,0,0,3,6,12.2,0,1,0,1,0,0,0,0,1,0
27.0,0,0,0,9,19.56,0,1,1,0,0,0,0,0,0,0
55.0,0,0,0,8,7.33,0,1,1,0,0,0,0,1,0,0
55.0,0,0,1,10,14.29,0,1,0,1,0,0,0,1,0,0
48.0,0,0,0,15,24.05,3,1,1,0,0,0,0,1,0,0
150.0,0,0,0,18,16.28,0,1,1,0,0,0,0,0,0,0
70.0,0,0,0,9,25.13,0,1,1,0,0,0,1,0,1,0
52.45,0,0,1,9,10.62,0,1,0,1,0,0,1,0,1,0
85.0,0,0,0,18,31.05,0,1,1,0,0,0,1,1,0,0
145.0,0,0,0,18,14.77,0,1,1,0,0,0,0,1,0,0
55.0,0,0,0,8,16.58,1,1,0,1,0,0,0,1,0,0
101.0,0,0,0,9,11.67,0,1,1,0,0,0,0,0,0,0
75.0,0,0,0,9,20.46,0,1,0,1,0,0,0,1,0,0
78.0,0,0,0,11,20.08,0,1,0,1,0,0,0,0,1,0
70.0,0,0,2,17,24.41,0,1,0,1,0,0,0,0,0,0
103.5,0,0,1,12,7.07,0,1,1,0,0,0,0,1,0,0
80.0,1,0,0,8,22.4,0,1,0,1,0,0,0,1,0,0
104.0,0,1,0,8,10.8,0,1,0,1,0,0,1,1,0,1
55.008,0,0,1,9,20.4,0,1,0,1,0,0,0,1,0,0
120.0,0,0,0,6,4.13,0,1,1,0,0,0,1,1,0,0
33.5,0,0,3,15,25.76,0,1,0,1,0,0,1,1,0,0
100.0,0,0,0,5,1.44,0,1,0,1,0,0,0,0,1,0
62.0,0,0,0,9,30.82,0,1,1,0,0,0,1,0,0,0
91.6,0,0,0,11,19.28,0,1,1,0,0,0,1,0,1,0
58.0,0,1,0,12,13.27,0,1,0,1,0,0,0,1,0,0
153.0,0,2,0,13,12.89,0,1,1,0,0,0,1,0,0,0
139.0,0,0,0,17,19.93,0,1,1,0,0,0,0,0,0,0
26.4,0,0,1,3,8.41,0,1,0,1,0,0,0,0,1,0
80.0,0,2,0,4,5.0,0,1,0,1,0,0,0,0,0,0
91.0,0,0,0,11,15.62,0,1,1,0,0,0,0,0,1,0
390.0,0,0,0,20,12.36,0,1,1,0,0,0,0,0,0,0
43.0,0,0,2,7,19.48,0,1,0,1,0,0,0,0,0,0
52.706,0,0,1,11,29.64,0,1,0,1,0,0,1,1,0,0
52.0,0,0,3,10,21.83,0,1,0,1,0,0,1,1,0,0
42.0,0,1,1,7,11.69,0,1,1,0,0,0,0,1,0,0
52.0,0,0,4,10,19.11,1,1,0,1,0,0,0,1,0,0
70.0,0,0,0,8,3.45,0,1,1,0,0,0,0,0,1,1
96.0,0,0,3,13,17.73,0,1,1,0,0,0,1,0,0,1
250.0,0,0,0,19,10.22,0,1,1,0,0,0,0,0,0,0
120.0,0,1,2,22,16.71,0,1,1,0,0,0,0,0,1,0
45.76,0,1,0,11,18.66,0,1,0,1,0,0,0,0,0,0
54.0,0,0,0,15,32.16,0,1,0,1,0,0,1,0,0,0
66.0,0,0,2,16,38.49,0,1,1,0,0,0,0,0,0,0
45.0,0,0,0,9,16.16,1,1,0,1,0,0,0,0,0,0
95.0,0,0,2,7,2.68,1,1,1,0,0,0,0,1,0,0
40.0,0,5,1,17,16.38,0,1,0,1,0,0,0,0,1,0
60.0,0,0,1,8,18.42,3,1,1,0,0,0,0,0,1,0
50.0,0,1,0,6,8.93,0,1,0,1,0,0,0,0,0,0
55.0,0,0,2,12,24.01,1,1,0,1,0,0,0,0,0,1
65.0,0,0,1,7,6.0,1,1,1,0,0,0,1,1,0,0
135.0,0,0,0,6,5.8,0,1,1,0,0,0,1,0,0,0
69.0,0,0,2,16,18.52,0,1,0,1,0,0,0,0,0,0
65.0,0,0,0,11,23.56,0,1,0,1,0,0,0,1,0,0
52.0,0,1,0,12,25.66,0,1,0,1,0,0,0,0,1,0
48.0,0,2,1,9,14.16,2,1,0,1,0,0,0,0,0,0
35.0,0,0,1,6,11.87,0,1,0,1,0,0,0,0,0,0
26.0,0,0,0,11,19.58,0,1,0,1,0,0,0,1,0,0
29.0,0,0,1,13,32.98,0,1,0,1,0,0,0,0,0,0
68.0,0,0,0,9,19.64,0,1,0,1,0,0,1,1,0,0
65.0,0,0,2,15,27.54,0,1,0,1,0,0,0,0,1,0
100.0,0,1,0,5,14.22,0,1,1,0,0,0,0,0,0,0
85.0,0,2,0,17,19.52,0,1,1,0,0,0,0,0,0,0
70.0,0,0,5,8,13.1,0,1,0,0,1,0,0,0,1,0
100.0,0,0,0,14,11.51,0,1,0,0,1,0,1,0,1,0
72.0,0,0,2,9,10.7,0,1,1,0,0,0,0,0,0,0
75.0,0,0,0,7,21.97,0,1,0,1,0,0,1,1,0,0
80.008,0,0,0,5,5.53,1,1,1,0,0,0,0,0,0,0
46.0,0,0,0,12,3.01,0,1,1,0,0,0,0,1,0,0
120.0,0,0,0,3,4.29,0,1,0,0,1,0,0,1,0,0
70.0,0,0,1,15,8.55,1,1,0,1,0,0,0,0,0,0
55.0,0,0,0,7,8.64,0,1,1,0,0,0,1,1,0,0
65.0,0,0,1,4,2.77,0,1,0,1,0,0,1,0,0,0
55.0,0,0,0,17,19.75,1,1,0,1,0,0,0,0,0,0
220.0,0,0,2,13,20.12,0,1,0,1,0,0,0,0,0,0
72.0,0,4,1,21,24.35,0,1,0,0,1,0,0,1,0,0
31.2,0,0,0,6,7.46,0,1,0,1,0,0,1,1,0,0
80.0,0,1,2,20,24.53,1,1,1,0,0,0,1,0,0,0
70.0,0,0,1,12,14.88,0,1,0,1,0,0,0,0,0,0
24.0,0,1,0,9,18.5,0,1,1,0,0,0,0,0,0,0
36.0,0,0,2,11,12.5,0,1,0,1,0,0,0,1,0,0
92.3,0,0,0,22,34.85,0,1,1,0,0,0,1,0,0,0
145.0,0,0,0,10,18.41,0,1,0,1,0,0,0,1,0,0
60.0,0,0,3,20,29.16,0,1,1,0,0,0,0,0,1,0
49.0,0,0,1,24,22.88,0,1,1,0,0,0,0,1,0,0
85.0,0,2,1,25,17.17,0,1,1,0,0,0,0,0,1,0
92.0,0,0,2,12,24.58,0,1,0,1,0,0,0,0,0,0
75.0,0,0,0,11,29.26,0,1,0,1,0,0,0,0,0,0
36.0,0,0,1,15,22.7,0,1,1,0,0,0,0,1,0,0
29.0,0,1,1,13,24.05,1,1,0,0,1,0,0,1,0,0
105.0,0,1,0,8,12.11,0,1,1,0,0,0,0,1,0,0
30.0,0,0,1,5,13.16,0,1,0,1,0,0,0,1,0,0
48.0,0,0,1,7,14.73,1,1,0,1,0,0,0,1,0,0
50.0,0,0,0,27,31.78,0,1,0,1,0,0,0,1,0,0
80.85,0,0,0,13,15.29,0,1,0,1,0,0,0,0,0,0
65.0,0,0,0,19,20.23,0,1,1,0,0,0,0,0,1,0
108.0,0,0,1,10,13.33,0,1,1,0,0,0,1,1,0,0
75.0,0,0,0,9,24.19,0,1,0,0,1,0,0,1,0,0
65.0,0,2,0,13,20.79,0,1,0,1,0,0,0,1,0,0
92.0,0,0,0,9,17.78,0,1,1,0,0,0,0,0,1,0
145.0,0,0,0,13,17.41,0,1,0,1,0,0,0,1,0,0
98.0,0,0,0,10,34.34,0,1,0,1,0,0,0,0,0,0
70.0,0,0,0,14,16.56,0,1,1,0,0,0,0,0,1,0
83.5,0,2,2,15,31.82,0,1,1,0,0,0,1,0,0,0
88.0,0,0,0,10,8.45,0,1,1,0,0,0,0,0,1,0
31.2,0,1,2,4,6.31,0,1,1,0,0,0,0,1,0,1
75.0,0,2,1,11,11.6,0,1,0,1,0,0,0,0,1,1
